Date,Open,Open,High,High,Low,Low,Close,Close,Volume,Volume
2018-01-02,55.09000015258789,156.6699981689453,55.5099983215332,158.05999755859375,54.81999969482422,156.5500030517578,55.31999969482422,158.00999450683594,3985200,1897600
2018-01-03,55.380001068115234,157.88999938964844,56.38999938964844,159.10000610351562,55.33000183105469,157.63999938964844,56.34000015258789,158.72999572753906,4105800,1392300
2018-01-04,56.40999984741211,159.1999969482422,57.189998626708984,160.10000610351562,56.09000015258789,157.35000610351562,56.9900016784668,159.63999938964844,4897200,1747000
2018-01-05,56.68000030517578,159.8000030517578,56.90999984741211,160.47000122070312,56.18000030517578,156.58999633789062,56.880001068115234,160.32000732421875,3771900,1574400
2018-01-08,56.7599983215332,160.0500030517578,57.459999084472656,161.17999267578125,56.59000015258789,158.89999389648438,57.459999084472656,161.11000061035156,4522900,2711800
2018-01-09,57.470001220703125,162.00999450683594,58.31999969482422,165.97999572753906,57.40999984741211,161.52000427246094,57.93000030517578,165.60000610351562,5519700,4345200
2018-01-10,58.13999938964844,166.74000549316406,58.279998779296875,168.44000244140625,57.560001373291016,164.10000610351562,57.650001525878906,164.94000244140625,4627900,5473700
2018-01-11,58.16999816894531,165.1300048828125,59.47999954223633,167.5500030517578,57.540000915527344,163.77000427246094,59.18000030517578,167.4600067138672,7341800,1958200
2018-01-12,59.38999938964844,168.4499969482422,60.2400016784668,170.72999572753906,59.119998931884766,167.9600067138672,60.04999923706055,169.3000030517578,6742100,2316500
2018-01-16,60.0,170.14999389648438,60.220001220703125,170.61000061035156,58.79999923706055,166.36000061035156,58.84000015258789,167.5399932861328,5458600,2046100
2018-01-17,58.970001220703125,168.60000610351562,60.189998626708984,168.63999938964844,58.779998779296875,166.38999938964844,59.86000061035156,167.42999267578125,5798400,1960400
2018-01-18,59.619998931884766,166.9600067138672,60.060001373291016,168.4499969482422,59.150001525878906,166.25999450683594,59.7599983215332,167.89999389648438,4554800,2185900
2018-01-19,59.68000030517578,168.52999877929688,59.810001373291016,170.32000732421875,59.27000045776367,168.08999633789062,59.75,170.32000732421875,5037500,1613900
2018-01-22,59.86000061035156,170.0,60.68000030517578,170.39999389648438,59.790000915527344,168.72000122070312,60.66999816894531,170.3800048828125,5748800,1401000
2018-01-23,60.61000061035156,169.89999389648438,60.70000076293945,170.08999633789062,60.029998779296875,168.42999267578125,60.470001220703125,168.66000366210938,5478800,1365000
2018-01-24,60.540000915527344,169.7100067138672,61.31999969482422,170.42999267578125,60.45000076293945,168.05999755859375,60.4900016784668,169.60000610351562,4992000,1448700
2018-01-25,60.75,171.0,60.900001525878906,171.39999389648438,59.400001525878906,166.91000366210938,59.47999954223633,169.1300048828125,5473400,1651300
2018-01-26,59.70000076293945,169.5,60.52000045776367,171.9600067138672,59.61000061035156,169.13999938964844,60.38999938964844,171.49000549316406,5277700,1554500
2018-01-29,59.91999816894531,171.49000549316406,60.529998779296875,171.9499969482422,59.560001373291016,168.75999450683594,59.65999984741211,169.17999267578125,4167600,1487600
2018-01-30,58.939998626708984,167.75,59.31999969482422,169.39999389648438,58.08000183105469,166.82000732421875,58.459999084472656,168.50999450683594,6381000,1712700
2018-01-31,58.529998779296875,169.4199981689453,59.2400016784668,170.5800018310547,58.279998779296875,166.16000366210938,58.810001373291016,166.4199981689453,7073700,1969800
2018-02-01,59.0,165.99000549316406,59.970001220703125,168.38999938964844,58.150001525878906,164.25999450683594,59.349998474121094,167.85000610351562,7011000,1721300
2018-02-02,59.16999816894531,166.66000366210938,59.439998626708984,167.92999267578125,57.61000061035156,164.72000122070312,57.720001220703125,164.9600067138672,8433300,2568700
2018-02-05,57.13999938964844,163.10000610351562,58.470001220703125,166.05999755859375,55.40999984741211,156.97000122070312,55.939998626708984,157.02000427246094,11060300,3549600
2018-02-06,54.75,153.9499969482422,56.540000915527344,162.25999450683594,54.41999816894531,151.4499969482422,55.939998626708984,161.8800048828125,11013500,3377400
2018-02-07,56.060001373291016,161.1699981689453,56.970001220703125,164.16000366210938,55.630001068115234,160.91000366210938,55.630001068115234,161.44000244140625,7721700,2378800
2018-02-08,55.619998931884766,161.1999969482422,55.83000183105469,161.22000122070312,53.22999954223633,153.61000061035156,53.2400016784668,153.66000366210938,8618400,3051300
2018-02-09,53.2400016784668,155.41000366210938,53.599998474121094,157.14999389648438,50.18000030517578,148.60000610351562,52.02000045776367,154.92999267578125,9685600,3895300
2018-02-12,52.630001068115234,156.74000549316406,53.959999084472656,160.36000061035156,52.54999923706055,155.91000366210938,53.40999984741211,159.2100067138672,7035400,2343100
2018-02-13,52.93000030517578,158.02000427246094,53.939998626708984,161.61000061035156,52.61000061035156,157.55999755859375,53.31999969482422,161.3000030517578,5438300,1795900
2018-02-14,52.70000076293945,159.9600067138672,55.86000061035156,164.8800048828125,52.540000915527344,159.75999450683594,55.5099983215332,163.27999877929688,6612400,2854000
2018-02-15,55.63999938964844,165.0,55.709999084472656,167.4199981689453,53.7599983215332,162.99000549316406,54.540000915527344,166.80999755859375,6190800,3026200
2018-02-16,54.38999938964844,165.75999450683594,55.060001373291016,175.25999450683594,54.22999954223633,162.00999450683594,54.650001525878906,169.44000244140625,5070900,6626900
2018-02-20,54.599998474121094,169.0399932861328,55.29999923706055,169.9600067138672,54.34000015258789,163.64999389648438,54.84000015258789,164.77000427246094,4262900,3750400
2018-02-21,54.59000015258789,164.8000030517578,55.439998626708984,166.77999877929688,53.72999954223633,161.97000122070312,53.75,162.08999633789062,5287000,2753300
2018-02-22,54.2599983215332,163.0,55.5,165.8000030517578,54.189998626708984,162.75999450683594,54.90999984741211,164.16000366210938,5565900,1908800
2018-02-23,55.349998474121094,165.02000427246094,57.13999938964844,166.25999450683594,55.06999969482422,162.8699951171875,57.04999923706055,166.24000549316406,6513900,2038800
2018-02-26,57.2599983215332,167.0500030517578,57.540000915527344,168.30999755859375,56.52000045776367,165.6300048828125,56.59000015258789,167.4600067138672,5986300,1770000
2018-02-27,56.5,167.52999877929688,57.619998931884766,167.52999877929688,55.81999969482422,163.5800018310547,55.83000183105469,163.5800018310547,5378300,2281800
2018-02-28,56.02000045776367,163.9199981689453,56.58000183105469,164.9199981689453,54.29999923706055,160.8699951171875,54.310001373291016,160.8699951171875,5889900,2781400
2018-03-01,54.5,160.75,55.0099983215332,162.85000610351562,53.52000045776367,155.74000549316406,53.880001068115234,156.80999755859375,5135400,3697000
2018-03-02,53.540000915527344,155.5500030517578,54.209999084472656,156.25999450683594,52.779998779296875,151.77999877929688,54.060001373291016,153.30999755859375,4574400,4169500
2018-03-05,53.4900016784668,152.5399932861328,54.22999954223633,158.24000549316406,53.310001373291016,151.0399932861328,53.9900016784668,157.5399932861328,5266000,3093400
