Date,Open,High,Low,Close,Volume
2018-01-02,4408.8349609375,4408.8349609375,4318.46630859375,4325.9521484375,1776924
2018-01-03,4322.744140625,4348.94580078125,4285.31298828125,4340.39013671875,1419831
2018-01-04,4341.994140625,4364.9873046875,4323.27880859375,4353.75830078125,4434408
2018-01-05,4314.1884765625,4376.75146484375,4314.1884765625,4376.75146484375,2871110
2018-01-08,4361.24462890625,4387.98095703125,4352.15380859375,4375.68212890625,1904500
2018-01-09,4377.82080078125,4383.703125,4350.5498046875,4367.6611328125,2147075
2018-01-10,4345.7373046875,4359.64013671875,4256.4375,4283.70849609375,2913077
2018-01-11,4284.24365234375,4321.1396484375,4277.2919921875,4286.9169921875,3046393
2018-01-12,4274.6181640625,4279.9658203125,4219.54150390625,4260.71533203125,8494456
2018-01-15,4262.31982421875,4293.333984375,4253.76416015625,4277.82666015625,1872000
2018-01-16,4286.38232421875,4296.5419921875,4254.83349609375,4267.13232421875,4486226
2018-01-17,4269.8056640625,4332.90380859375,4223.8193359375,4299.2158203125,3343894
2018-01-18,4301.35498046875,4310.97998046875,4258.57666015625,4299.2158203125,3618746
2018-01-19,4303.49365234375,4395.466796875,4291.19482421875,4393.328125,5199406
2018-01-22,4363.91796875,4382.63330078125,4347.34130859375,4352.6884765625,3513374
2018-01-23,4378.890625,4390.654296875,4359.64013671875,4374.07763671875,2820248
2018-01-24,4364.45263671875,4371.404296875,4316.86181640625,4316.86181640625,4504324
2018-01-25,4301.8896484375,4327.021484375,4249.486328125,4273.548828125,4262025
2018-01-26,4285.31298828125,4315.2578125,4262.8544921875,4271.41015625,3747479
2018-01-29,4276.22265625,4276.22265625,4221.68017578125,4240.39599609375,2806382
2018-01-30,4225.9580078125,4278.361328125,4211.5205078125,4258.0419921875,3059512
2018-01-31,4280.50048828125,4315.2578125,4251.09033203125,4277.82666015625,3028815
2018-02-01,4341.994140625,4345.7373046875,4229.701171875,4312.04931640625,3701321
2018-02-02,4303.49365234375,4350.01513671875,4283.173828125,4319.53564453125,3367266
2018-02-05,4272.4794921875,4274.6181640625,4221.1455078125,4221.1455078125,2795807
2018-02-06,4123.2900390625,4182.64501953125,4090.13720703125,4090.13720703125,3988774
2018-02-07,4114.734375,4170.880859375,4093.345458984375,4162.3251953125,3548541
2018-02-08,4109.921875,4139.33203125,4068.748046875,4085.859375,3350192
2018-02-09,4071.421630859375,4086.39404296875,4023.830810546875,4045.754638671875,3189295
2018-02-12,4076.234130859375,4103.50537109375,4051.63671875,4094.94970703125,2182631
2018-02-13,4090.671875,4104.0400390625,4054.310302734375,4054.310302734375,2180463
2018-02-14,4069.28271484375,4095.484375,4033.455810546875,4055.379638671875,4855606
2018-02-15,4063.400634765625,4063.935302734375,3994.420654296875,4042.54638671875,4454261
2018-02-16,4063.935302734375,4100.296875,4050.032470703125,4065.53955078125,2207632
2018-02-19,4058.053466796875,4065.0048828125,3988.00390625,3991.21240234375,1589717
2018-02-20,3996.02490234375,4020.622314453125,3967.684326171875,4004.0458984375,2885443
2018-02-21,3992.28173828125,4002.441650390625,3964.475830078125,3989.608154296875,3760960
2018-02-22,3963.941162109375,4010.462646484375,3943.62158203125,3998.163818359375,3178900
2018-02-23,3998.163818359375,4040.942138671875,3973.031494140625,4021.69189453125,2173426
2018-02-26,4038.268310546875,4121.68603515625,4029.712890625,4097.62353515625,2372798
2018-02-27,4106.1787109375,4123.8251953125,4004.58056640625,4012.6015625,1962216
2018-02-28,3986.9345703125,4033.990478515625,3986.9345703125,3992.81640625,5409707
2018-03-01,3996.5595703125,4007.254150390625,3933.996337890625,3968.218994140625,3020123
2018-03-02,3962.3369140625,3989.073486328125,3955.385498046875,3970.35791015625,2328940
2018-03-05,3972.496826171875,4023.830810546875,3952.7119140625,4020.622314453125,1788200
2018-03-06,4048.42822265625,4052.7060546875,3999.2333984375,3999.2333984375,2304456
2018-03-07,3998.698486328125,4064.47021484375,3985.330322265625,4051.63671875,3061332
2018-03-08,4044.150390625,4163.39501953125,4044.150390625,4149.49169921875,2463493
2018-03-09,4153.23486328125,4187.45751953125,4137.193359375,4164.9990234375,2229562
2018-03-12,4192.27001953125,4200.291015625,4142.005859375,4151.09619140625,2336586
2018-03-13,4160.72119140625,4161.255859375,4047.8935546875,4067.678466796875,2773353
2018-03-14,4055.91455078125,4107.24853515625,4047.35888671875,4085.859375,3525829
2018-03-15,4091.7412109375,4095.484375,4002.976318359375,4016.87939453125,3783358
2018-03-16,4024.365478515625,4051.63671875,4009.927734375,4050.032470703125,3781872
2018-03-19,4092.27587890625,4092.27587890625,4005.64990234375,4038.268310546875,2255876
2018-03-20,4036.664306640625,4040.407470703125,3999.76806640625,4029.177978515625,1779862
2018-03-21,4023.2958984375,4051.63671875,3987.46923828125,3993.351318359375,1877339
2018-03-22,3982.1220703125,4016.344482421875,3960.73291015625,4008.8583984375,2691870
2018-03-23,3975.17041015625,4016.344482421875,3972.496826171875,3993.885986328125,2175353
2018-03-26,4006.719482421875,4009.927734375,3951.642333984375,3951.642333984375,4331897
2018-03-27,3997.629150390625,4014.740478515625,3969.8232421875,3998.698486328125,2916455
2018-03-28,4016.344482421875,4187.45751953125,4002.976318359375,4187.45751953125,4075744
2018-03-29,4215.79833984375,4265.52783203125,4170.34619140625,4230.23583984375,3368342
2018-04-03,4181.57568359375,4212.58984375,4174.08935546875,4182.1103515625,2501745
2018-04-04,4183.71435546875,4243.60400390625,4158.04736328125,4239.86083984375,2339060
2018-04-05,4286.9169921875,4314.72314453125,4256.4375,4310.4453125,1969745
2018-04-06,4300.8203125,4320.60498046875,4279.4306640625,4292.79931640625,2210421
