Timestamp,Open,High,Low,Close,Volume
2000-04-28 16:01:00,0.9333,0.9333,0.9333,0.9333,33600
2000-04-28 16:00:00,0.9338,0.9338,0.9333,0.9333,2217602
2000-04-28 15:59:00,0.9323,0.9338,0.9323,0.9335,929600
2000-04-28 15:58:00,0.9295,0.9328,0.9295,0.9328,940800
2000-04-28 15:57:00,0.9262,0.9295,0.9262,0.9291,571200
2000-04-28 15:56:00,0.9262,0.9291,0.9258,0.9262,1176001
2000-04-28 15:55:00,0.9262,0.9267,0.9253,0.9262,246400
2000-04-28 15:54:00,0.9267,0.9281,0.9253,0.9262,414400
2000-04-28 15:53:00,0.9239,0.9272,0.9234,0.9262,1164801
2000-04-28 15:52:00,0.9283,0.9291,0.9225,0.9239,952000
2000-04-28 15:51:00,0.9244,0.9286,0.9225,0.9286,571200
2000-04-28 15:50:00,0.9248,0.9248,0.9239,0.9244,560000
2000-04-28 15:49:00,0.9286,0.9291,0.9244,0.9244,593600
2000-04-28 15:48:00,0.9295,0.93,0.9286,0.9291,548800
2000-04-28 15:47:00,0.9309,0.9309,0.9295,0.93,537600
2000-04-28 15:46:00,0.9295,0.9307,0.9295,0.9307,1030401
2000-04-28 15:45:00,0.9305,0.9307,0.9295,0.9295,392000
2000-04-28 15:44:00,0.93,0.9319,0.9295,0.9295,123200
2000-04-28 15:43:00,0.9305,0.9309,0.93,0.9305,224000
2000-04-28 15:42:00,0.9319,0.9328,0.9295,0.9295,246400
2000-04-28 15:41:00,0.9328,0.9328,0.93,0.93,313600
2000-04-28 15:40:00,0.9295,0.9342,0.9295,0.9342,548800
2000-04-28 15:39:00,0.9347,0.9349,0.9295,0.93,336000
2000-04-28 15:38:00,0.9333,0.9356,0.9328,0.9328,896000
2000-04-28 15:37:00,0.9295,0.9331,0.9295,0.9331,436800
2000-04-28 15:36:00,0.9352,0.9352,0.9305,0.9305,246400
2000-04-28 15:35:00,0.9342,0.9356,0.9338,0.9338,873600
2000-04-28 15:34:00,0.9347,0.9366,0.9342,0.9342,750400
2000-04-28 15:33:00,0.9352,0.9361,0.9338,0.9361,672000
2000-04-28 15:32:00,0.9309,0.9347,0.9309,0.9347,1456001
2000-04-28 15:31:00,0.9286,0.9309,0.9286,0.9309,1299201
2000-04-28 15:30:00,0.9276,0.9291,0.9272,0.9291,761600
2000-04-28 15:29:00,0.9276,0.9276,0.9258,0.9272,571200
2000-04-28 15:28:00,0.9276,0.9276,0.9253,0.9253,123200
2000-04-28 15:27:00,0.9272,0.9281,0.9272,0.9281,78400
2000-04-28 15:26:00,0.9272,0.9281,0.9272,0.9272,56000
2000-04-28 15:25:00,0.9269,0.9272,0.9262,0.9267,358400
2000-04-28 15:24:00,0.9253,0.9269,0.9253,0.9269,67200
2000-04-28 15:23:00,0.9267,0.9267,0.9262,0.9262,56000
2000-04-28 15:22:00,0.9253,0.9262,0.9253,0.9262,896000
2000-04-28 15:21:00,0.9286,0.9286,0.9262,0.9262,313600
2000-04-28 15:20:00,0.9291,0.93,0.9272,0.9272,616000
2000-04-28 15:19:00,0.9309,0.9309,0.9276,0.9286,380800
2000-04-28 15:18:00,0.9281,0.93,0.9281,0.93,56000
2000-04-28 15:17:00,0.9276,0.9281,0.9272,0.9281,201600
2000-04-28 15:16:00,0.9267,0.9276,0.9267,0.9274,515200
2000-04-28 15:15:00,0.9258,0.9272,0.9253,0.9267,548800
2000-04-28 15:14:00,0.9244,0.9258,0.9239,0.9258,571200
2000-04-28 15:13:00,0.9291,0.9291,0.9239,0.9239,638400
2000-04-28 15:12:00,0.93,0.9305,0.9281,0.9291,459200
2000-04-28 15:11:00,0.9328,0.9333,0.93,0.93,425600
2000-04-28 15:10:00,0.9333,0.9333,0.9328,0.9328,89600
2000-04-28 15:09:00,0.9333,0.9361,0.9319,0.9361,89600
2000-04-28 15:08:00,0.9314,0.9338,0.9309,0.9338,336000
2000-04-28 15:07:00,0.9361,0.9361,0.9309,0.9323,369600
2000-04-28 15:06:00,0.9326,0.9356,0.9323,0.9356,78400
2000-04-28 15:05:00,0.9314,0.9323,0.9314,0.9319,78400
2000-04-28 15:04:00,0.9338,0.9338,0.9309,0.9314,224000
2000-04-28 15:03:00,0.9338,0.9338,0.9328,0.9328,280000
2000-04-28 15:02:00,0.9375,0.9375,0.9375,0.9375,44800
2000-04-28 15:01:00,0.9366,0.9385,0.9366,0.938,257600
2000-04-28 15:00:00,0.9342,0.9356,0.9342,0.9356,78400
2000-04-28 14:59:00,0.9347,0.9347,0.9347,0.9347,44800
2000-04-28 14:58:00,0.9347,0.9352,0.9347,0.9352,56000
2000-04-28 14:57:00,0.9352,0.937,0.9342,0.9342,190400
2000-04-28 14:56:00,0.9342,0.9342,0.9331,0.9342,112000
2000-04-28 14:55:00,0.9375,0.938,0.9342,0.9342,817600
2000-04-28 14:54:00,0.937,0.938,0.937,0.938,56000
2000-04-28 14:53:00,0.9385,0.9385,0.937,0.9375,336000
2000-04-28 14:52:00,0.9375,0.9375,0.937,0.9375,224000
