Price,Open,High,Low,Close,Prev Close,5d Change %,10d Change %,5d Votality,5d MA,10d MA,30d MA,RSI
Ticker,AAPL,AAPL,AAPL,AAPL,,,,,,,,
Date,,,,,,,,,,,,
2000-02-14,0.8224013574154231,0.8717738757562398,0.8172293279170294,0.8713036775588989,0.8181694746017456,1.5342679760638855,11.626547020441237,0.06677020379005272,0.8509905219078064,0.8200504422187805,0.7917593876520793,53.65851594751907
2000-02-15,0.8670721166225135,0.9023382881426467,0.8666019184132732,0.8952847123146057,0.8713036775588989,3.5908267225757795,18.703285981524953,0.08793029752336456,0.8571972727775574,0.834156847000122,0.7935305257638295,58.84559100574046
2000-02-16,0.885880186103062,0.8887020783057388,0.8435612451967891,0.8586078882217407,0.8952847123146057,1.331885358124496,15.496599176156511,0.08793029752336456,0.859454345703125,0.8456771016120911,0.7964458266894022,53.78432820231927
2000-02-17,0.8666018483738117,0.8689527387817726,0.8510850073782482,0.8642509579658508,0.8586078882217407,1.2114896066044212,11.19184814862444,0.08793029752336456,0.8615233421325683,0.8543760895729064,0.7991730789343516,64.13326464648924
2000-02-18,0.8623699949381838,0.8680121709820915,0.8341565532892499,0.8369784951210022,0.8642509579658508,2.2989149684925714,3.009291998265251,0.08510896022561731,0.8652851462364197,0.8568212211132049,0.8032482683658599,57.75193271585781
2000-02-22,0.828514401805939,0.8797676512621274,0.8026526529196414,0.8562568426132202,0.8369784951210022,-1.72693348292009,-0.2191612942525678,0.09968563522300533,0.8622757792472839,0.8566331505775452,0.806837550799052,64.29497492279602
2000-02-23,0.8519071554263038,0.8952844070499312,0.8350968469280304,0.8745946884155273,0.8562568426132202,-2.3109993518807936,1.1968433884090857,0.09263175413028979,0.8581377744674683,0.8576675236225129,0.8114769677321116,67.99985475757272
2000-02-24,0.8825887426009326,0.8962248891204309,0.840739957078501,0.8667188286781311,0.8745946884155273,0.9446617679216729,2.2891289378168977,0.09357223620078947,0.8597599625587463,0.8596071541309357,0.8171077489852905,63.21627193580327
2000-02-25,0.8637805619050332,0.88023779547277,0.8285143510904093,0.8303950428962708,0.8667188286781311,-3.9173708466884727,-2.7533397807438353,0.09357223620078947,0.8529887795448303,0.8572560608386993,0.8229227026303609,52.63153089711332
2000-02-28,0.828514451035601,0.8651911600169464,0.8153485018760459,0.8520252108573914,0.8303950428962708,1.7977422148957256,4.137985748261452,0.09357223620078947,0.8559981226921082,0.8606416344642639,0.8270605862140655,49.03137261569443
2000-02-29,0.8543762801992969,0.8821187786975756,0.8468526064564359,0.8623702526092529,0.8520252108573914,0.7139691844534779,-1.0252940713706638,0.08087638724438495,0.8572208046913147,0.8597482919692994,0.8306185563405355,49.705907299236735
2000-03-01,0.8919931683713902,0.9935584635187414,0.8915229702975842,0.9803925156593323,0.8623702526092529,12.096783646774156,9.506227703217984,0.17820996164269554,0.8783803701400756,0.868259072303772,0.8372328718503316,65.81001334459216
2000-03-02,0.9554723686999923,0.9625251415011984,0.907980537733684,0.9178552031517029,0.9803925156593323,5.899995798125435,6.900392570660974,0.17820996164269554,0.8886076450347901,0.8741838037967682,0.8411042988300323,56.706159348182
2000-03-03,0.939484298691725,0.9647587820385211,0.902808438521113,0.9629951119422913,0.9178552031517029,15.968311730707718,11.425402895572168,0.17820996164269554,0.9151276588439942,0.8840582191944122,0.8447406033674876,64.89368523011564
2000-03-06,0.9479483600105377,0.9714591705654348,0.9404245872345158,0.9455974698066711,0.9629951119422913,10.982334531523797,12.977510810473802,0.14670585706230554,0.9338421106338501,0.8949201166629791,0.8483455697695415,58.246407438659205
2000-03-07,0.9512396804702707,0.9587634535151742,0.911271632577718,0.9244375824928284,0.9455974698066711,7.1972948621291,7.962650514012437,0.10203549322115724,0.9462555766105651,0.90173819065094,0.852514777580897,53.25628215643875
2000-03-08,0.9244377777063956,0.9324317505866083,0.8919934960074859,0.9178552031517029,0.9244375824928284,-6.378803541311395,4.94635004181756,0.07946567455794895,0.9337481141090394,0.9060642421245575,0.8549599011739095,57.0947055633489
2000-03-09,0.9093912226320922,0.9404249126682037,0.8896426934241256,0.9197360873222351,0.9178552031517029,0.20492166564767267,6.117007833435761,0.08181647714130924,0.9341242909431458,0.9113659679889679,0.8579849461714427,56.704604055809874
2000-03-10,0.9155039931362601,0.9625248058741805,0.9103311110906352,0.9460675716400146,0.9197360873222351,-1.7578012694306366,13.929819274968036,0.08181647714130924,0.9307387828826904,0.9229332208633423,0.8619347254435221,63.21193851944884
2000-03-13,0.9187954138992432,0.9517098871906116,0.8990460870557682,0.9126822352409363,0.9460675716400146,-3.480892834079219,7.11915840172217,0.07288211245005494,0.9241557359695435,0.9289989233016968,0.866871956984202,56.60796570836164
2000-03-14,0.9119767338750302,0.9347822946299618,0.8576672996000209,0.8595480918884277,0.9126822352409363,-7.019347961754252,-0.3272562698314663,0.10485750627415968,0.9111778378486634,0.9287167072296143,0.8695051471392313,48.37068503258243
2000-03-15,0.8698929088227673,0.9046888702692989,0.8586076534077313,0.8745946884155273,0.8595480918884277,-4.713217791611235,-10.791374429521616,0.10485750627415968,0.9025257349014282,0.9181369245052338,0.8735176146030426,50.839792813608135
2000-03-16,0.8825885755436094,0.9178547317468386,0.8614286608356408,0.9145626425743103,0.8745946884155273,-0.562492308308471,-0.3587233112681276,0.10485750627415968,0.9014910459518433,0.9178076684474945,0.879222857952118,58.90547456957127
2000-03-17,0.9037486492585629,0.9404245018959045,0.8999862609708555,0.9404245018959045,0.9145626425743103,-0.5964763948443808,-2.3437927946345916,0.0940425875905907,0.9003624320030212,0.9155506074428559,0.8846616387367249,59.270201946331504
2000-03-20,0.929140193385666,0.9498290106702153,0.9206760247178571,0.9253779053688049,0.9404245018959045,1.3910285132828548,-2.1382845326352373,0.09216171107019444,0.902901566028595,0.9135286509990692,0.8884233295917511,56.5429289168673
2000-03-21,0.9220868688799347,1.0288249826456426,0.9150340962167277,1.0151889324188232,0.9253779053688049,18.1072870731936,9.816925625338136,0.17021732923791133,0.934029734134674,0.9226037859916687,0.8936583757400512,53.83826614333238
2000-03-22,0.9989667576845034,1.0861914953282918,0.9897973394444826,1.0847800970077515,1.0151889324188232,24.032321642955523,18.186408191931246,0.224762834492651,0.9760668158531189,0.9392962753772736,0.901009347041448,68.13073282981821
2000-03-23,1.0683229823334568,1.1313316639436988,1.053276335389443,1.0631510019302368,1.0847800970077515,16.2469307665662,15.593050722359592,0.23134540297284323,1.0057844877243043,0.9536377668380738,0.9082036296526591,61.46404729335593
2000-03-24,1.0716139533110223,1.0828992114168234,1.0194203502653245,1.0434013605117798,1.0631510019302368,10.950039945606793,10.288249147260832,0.21629756772697106,1.0263798594474793,0.9633711457252503,0.914520142475764,61.1348792138091
2000-03-27,1.0354077795830716,1.089011850077366,1.0297647013119628,1.0499842166900635,1.0434013605117798,13.46545131435759,15.043788094865373,0.21629756772697106,1.051301121711731,0.977101343870163,0.9222473005453745,64.7840712513843
2000-03-28,1.0325860589251659,1.0683224166273348,1.0316456628231794,1.046693205833435,1.0499842166900635,3.1032916542488964,21.772500655995806,0.1415343244992162,1.0576019763946534,0.9958158552646637,0.9280936181545257,65.29017940827652
2000-03-29,1.0485741504902104,1.0490442481613458,1.0068424351138094,1.0227123498916626,1.046693205833435,-5.721689334759739,16.93557752385564,0.12448922882988933,1.0451884269714355,1.0106276214122771,0.932341206073761,61.611866040594
2000-03-30,1.004843738234734,1.0358782179585337,0.9437165812272249,0.9460675716400146,1.0227123498916626,-11.012869298683603,3.444808217513051,0.1452952688501411,1.021771740913391,1.0137781143188476,0.9352565288543702,50.0
2000-03-31,0.9587633712796473,1.032586181681321,0.9479483125800533,1.021772027015686,0.9460675716400146,-2.072963896221558,8.650085674690967,0.1452952688501411,1.0174458742141723,1.0219128668308257,0.9405072311560313,60.17548855574926
2000-04-03,1.0194203023074997,1.0495144899209277,0.9738100783512565,1.0029630661010742,1.021772027015686,-4.478272134148575,8.3841596262608,0.12460583540010994,1.0080416440963744,1.0296713829040527,0.9460400501887004,64.2924214711125
2000-04-04,0.997791085195929,1.0006121735747193,0.8783571420495669,0.9578230381011963,1.0029630661010742,-8.490565070733924,-5.650760413723688,0.17115734787136072,0.9902676105499267,1.02393479347229,0.9494255900382995,57.82500378826257
2000-04-05,0.9514748064496961,0.9996718782908974,0.9329018274565112,0.9808637499809265,0.9578230381011963,-4.091922808516902,-9.579485032355128,0.17115734787136072,0.9818978905677795,1.0135431587696075,0.9529678920904795,56.43846292049921
2000-04-06,0.9827447538017854,1.011897750692001,0.9272589452567706,0.9418362975120544,0.9808637499809265,-0.44724861677958305,-11.410863009857087,0.17115734787136072,0.9810516357421875,1.0014116883277893,0.955471807718277,50.1336804532606
2000-04-07,0.9573528498848082,0.9921480146863741,0.944186900096065,0.9912077188491821,0.9418362975120544,-2.9913040637620347,-5.002259306715596,0.17115734787136072,0.9749387741088867,0.9961923241615296,0.9608322302500407,55.85285564131488
2000-04-10,0.990737404904768,0.9987313750857967,0.9385438099931188,0.9404245018959045,0.9912077188491821,-6.235380575705795,-10.434415399074426,0.1335406086424341,0.9624310612678528,0.9852363526821136,0.9637788732846578,42.85706964114937
2000-04-11,0.929140288998231,0.9394842466879614,0.8882310402613802,0.8985759019851685,0.9404245018959045,-6.18560357803466,-14.1509759519579,0.12366671043062083,0.9505816340446472,0.970424622297287,0.964985728263855,31.214382958661858
2000-04-12,0.8952845860819388,0.8952845860819388,0.7890166416575832,0.8219310641288757,0.8985759019851685,-16.203339745723234,-19.632234399443394,0.22288110903441782,0.9187950968742371,0.9503464937210083,0.9597036798795064,28.095560320251977
