Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
1981-01-02,0.11847146600484848,0.11932990497087202,0.11847146600484848,0.11847146600484848,21660800
1981-01-05,0.11589612811803818,0.11632533597637124,0.11589612811803818,0.11632533597637124,35728000
1981-01-06,0.11074476689100266,0.1111739862720421,0.11074476689100266,0.1111739862720421,45158400
1981-01-07,0.10602337121963501,0.10645259053239471,0.10602337121963501,0.10645259053239471,55686400
1981-01-08,0.10387726128101349,0.10430646898174262,0.10387726128101349,0.10430646898174262,39827200
1981-01-09,0.10945716500282288,0.1098863845595108,0.10945716500282288,0.10945716500282288,21504000
1981-01-12,0.10859869420528412,0.10945712151555259,0.10859869420528412,0.10945712151555259,23699200
1981-01-13,0.10473573952913284,0.1051649589024862,0.10473573952913284,0.1051649589024862,23049600
1981-01-14,0.10516496002674103,0.10559417940468292,0.10516496002674103,0.10516496002674103,14291200
1981-01-15,0.10731105506420135,0.10816948243490829,0.10731105506420134,0.10731105506420134,14067200
1981-01-16,0.1064525619149208,0.1068817811122942,0.1064525619149208,0.1068817811122942,13395200
1981-01-19,0.1128908097743988,0.11332002899362292,0.1128908097743988,0.1128908097743988,41574400
1981-01-20,0.10945716500282288,0.1098863845595108,0.10945716500282288,0.1098863845595108,30083200
1981-01-21,0.1116032525897026,0.11246168025075781,0.1116032525897026,0.1116032525897026,15904000
1981-01-22,0.1128908097743988,0.11374924821284706,0.1128908097743988,0.1128908097743988,35548800
1981-01-23,0.11246156692504883,0.11332000518312431,0.11246156692504883,0.11289078605408658,11222400
1981-01-26,0.11074476689100266,0.1111739862720421,0.11074476689100266,0.1111739862720421,24640000
1981-01-27,0.10988633334636688,0.11074476059761333,0.10988633334636688,0.11074476059761333,23699200
1981-01-28,0.1064525619149208,0.1068817811122942,0.1064525619149208,0.1068817811122942,28156800
1981-01-29,0.10258962213993073,0.10301884137946592,0.10258962213993073,0.10301884137946592,43904000
1981-01-30,0.0970090702176094,0.09786750897774871,0.0970090702176094,0.09786750897774871,46188800
1981-02-02,0.09142924100160599,0.09185845454209865,0.09142924100160599,0.09185845454209865,23766400
1981-02-03,0.09486301243305206,0.09529222615535712,0.09486301243305206,0.09486301243305206,19152000
1981-02-04,0.09829670190811157,0.09872590971064002,0.09829670190811157,0.09829670190811157,27865600
1981-02-05,0.09829670190811157,0.09915512897521521,0.09829670190811157,0.09829670190811157,7929600
1981-02-06,0.09872593730688095,0.09915515669143314,0.09872593730688095,0.09872593730688095,13865600
1981-02-09,0.09357534348964691,0.09443377651561902,0.09357534348964691,0.09443377651561902,16755200
1981-02-10,0.09357534348964691,0.09400456286814542,0.09357534348964691,0.09357534348964691,18345600
1981-02-11,0.09057082235813141,0.09100003596576853,0.09057082235813141,0.09100003596576853,13843200
1981-02-12,0.08971162140369415,0.09014160872684523,0.08971162140369415,0.09014160872684523,14560000
1981-02-13,0.08756552636623383,0.08842395921590036,0.08756552636623383,0.08842395921590036,11155200
1981-02-17,0.08971162140369415,0.09014160872684523,0.08971162140369415,0.08971162140369415,12275200
1981-02-18,0.09357534348964691,0.09443377651561902,0.09357534348964691,0.09357534348964691,19241600
1981-02-19,0.08799473196268082,0.08842395121418475,0.08799473196268082,0.08842395121418475,22310400
1981-02-20,0.08327341079711914,0.08370263033837355,0.08327341079711914,0.08370263033837355,24371200
1981-02-23,0.08456098288297653,0.08499020204315692,0.08456098288297653,0.08456098288297653,14112000
1981-02-24,0.08155649155378342,0.08241492435224507,0.08155649155378342,0.08241492435224507,16979200
1981-02-25,0.08670712262392044,0.08713633632732776,0.08670712262392044,0.08670712262392044,19488000
1981-02-26,0.08799473196268082,0.08842395121418475,0.08799473196268082,0.08799473196268082,10841600
1981-02-27,0.09099999815225601,0.09185843074184744,0.09099999815225601,0.09099999815225601,14761600
1981-03-02,0.09142924100160599,0.09185845454209865,0.09142924100160599,0.09142924100160599,11760000
1981-03-03,0.09014159440994263,0.09057081370760889,0.09014159440994263,0.09057081370760889,16172800
1981-03-04,0.08928242325782776,0.08971163696710192,0.08928242325782776,0.08971163696710192,13708800
1981-03-05,0.08885319530963898,0.08928241470884017,0.08885319530963898,0.08928241470884017,5376000
1981-03-06,0.08799473196268082,0.08885316473466551,0.08799473196268082,0.08885316473466551,11603200
1981-03-09,0.08112730085849762,0.0815565145130462,0.08112730085849762,0.0815565145130462,15321600
1981-03-10,0.07726360112428665,0.07769281488865686,0.07726360112428665,0.07769281488865686,28380800
1981-03-11,0.07425907254219055,0.07511750569436408,0.07425907254219055,0.07511750569436408,29859200
1981-03-12,0.07726360112428665,0.07769281488865686,0.07726360112428665,0.07726360112428665,59248000
1981-03-13,0.07640513777732849,0.07683435137268085,0.07640513777732849,0.07683435137268085,231302400
1981-03-16,0.07941042631864548,0.08026885926731862,0.07941042631864548,0.07941042631864548,37228800
1981-03-17,0.08327341079711914,0.08413184414860089,0.08327341079711914,0.08327341079711914,43747200
1981-03-18,0.08842397481203079,0.08928240781310687,0.08842397481203079,0.08842397481203079,36937600
1981-03-19,0.08756552636623383,0.08799473992555523,0.08756552636623383,0.08799473992555523,37811200
1981-03-20,0.08842397481203079,0.08928240781310687,0.08842397481203079,0.08842397481203079,14604800
1981-03-23,0.09185846149921417,0.0927168943762384,0.09185846149921417,0.09185846149921417,22019200
1981-03-24,0.09142924100160599,0.09185845454209865,0.09142924100160599,0.09185845454209865,28156800
1981-03-25,0.08971162140369415,0.09057082809268302,0.08971162140369415,0.09057082809268302,7056000
1981-03-26,0.08799473196268082,0.08842395121418475,0.08799473196268082,0.08842395121418475,12275200
1981-03-27,0.08499026298522949,0.08541947672215462,0.08499026298522949,0.08541947672215462,12252800
1981-03-30,0.08499026298522949,0.08584869619010584,0.08499026298522949,0.08499026298522949,9900800
1981-03-31,0.08413177728652954,0.08499020995578885,0.08413177728652954,0.08499020995578885,15993600
1981-04-01,0.08327341079711914,0.08370263033837355,0.08327341079711914,0.08370263033837355,34070400
1981-04-02,0.09057082235813141,0.09100003596576853,0.09057082235813141,0.09057082235813141,31404800
1981-04-03,0.09099999815225601,0.0914292173125627,0.09099999815225601,0.09099999815225601,16486400
1981-04-06,0.08928242325782776,0.08971163696710192,0.08928242325782776,0.08971163696710192,22803200
1981-04-07,0.08842397481203079,0.08885318844705646,0.08842397481203079,0.08885318844705646,10684800
1981-04-08,0.09271690994501114,0.09357534296618113,0.09271690994501114,0.09271690994501114,21952000
1981-04-09,0.0944337397813797,0.09486295899291412,0.0944337397813797,0.0944337397813797,12499200
1981-04-10,0.09572144597768784,0.09615065970164749,0.09572144597768784,0.09572144597768784,33465600
1981-04-13,0.09572144597768784,0.09615065970164749,0.09572144597768784,0.09572144597768784,16060800
1981-04-14,0.09572144597768784,0.09615065970164749,0.09572144597768784,0.09572144597768784,6652800
1981-04-15,0.09099999815225601,0.0914292173125627,0.09099999815225601,0.0914292173125627,34048000
1981-04-16,0.08584862947463989,0.0862778428780108,0.08584862947463989,0.0862778428780108,23878400
1981-04-20,0.08842397481203079,0.08885318844705646,0.08842397481203079,0.08842397481203079,35347200
1981-04-21,0.0944337397813797,0.09486295899291412,0.0944337397813797,0.0944337397813797,28537600
1981-04-22,0.09786751121282578,0.09829673060269783,0.09786751121282578,0.09786751121282578,18995200
1981-04-23,0.1004428118467331,0.10087203126745295,0.1004428118467331,0.1004428118467331,58016000
1981-04-24,0.09958435595035553,0.10044278308392501,0.09958435595035553,0.10044278308392501,35056000
1981-04-27,0.09872593730688095,0.09915515669143314,0.09872593730688095,0.09915515669143314,38528000
1981-04-28,0.0970090702176094,0.09743828959767906,0.0970090702176094,0.09743828959767906,32188800
1981-04-29,0.09572144597768784,0.09615065970164749,0.09572144597768784,0.09615065970164749,13641600
1981-04-30,0.0974382758140564,0.09829671445276092,0.0974382758140564,0.0974382758140564,12611200
1981-05-01,0.0974382758140564,0.09829671445276092,0.0974382758140564,0.0974382758140564,16553600
1981-05-04,0.0970090702176094,0.09743828959767906,0.0970090702176094,0.09743828959767906,14448000
1981-05-05,0.09657987207174301,0.09700908003319098,0.09657987207174301,0.09700908003319098,17539200
1981-05-06,0.09400451928377151,0.09443373273224405,0.09400451928377151,0.09443373273224405,18950400
1981-05-07,0.09529221802949905,0.09572143744622917,0.09529221802949905,0.09529221802949905,9363200
1981-05-08,0.09615062922239304,0.09657984854131829,0.09615062922239304,0.09615062922239304,7907200
1981-05-11,0.09400451928377151,0.09443373273224405,0.09400451928377151,0.09443373273224405,11939200
1981-05-12,0.09400451928377151,0.09529216536021136,0.09400451928377151,0.09400451928377151,4256000
1981-05-13,0.09357534348964691,0.09486299589411752,0.09357534348964691,0.09400456286814542,4905600
1981-05-14,0.09228767454624176,0.09314610736506525,0.09228767454624176,0.09314610736506525,4928000
1981-05-15,0.0944337397813797,0.09572139168496033,0.0944337397813797,0.0944337397813797,4905600
1981-05-18,0.09615062922239304,0.09700905639819535,0.09615062922239304,0.09615062922239304,4166400
1981-05-19,0.0944337397813797,0.09486295899291412,0.0944337397813797,0.09486295899291412,25424000
1981-05-20,0.0974382758140564,0.09829671445276092,0.0974382758140564,0.0974382758140564,13283200
1981-05-21,0.1030188724398613,0.10344809180880697,0.1030188724398613,0.1030188724398613,32211200
1981-05-22,0.10774022340774536,0.10859866192489745,0.10774022340774536,0.10774022340774536,31427200
1981-05-26,0.10731105506420135,0.10774026301852942,0.10731105506420134,0.10774026301852942,85344000
1981-05-27,0.11332008987665176,0.1137493093264809,0.11332008987665176,0.11332008987665176,149497600
