,Open,High,Close,Low,Close,Volume
81,2024-01-31 18:38:00,184.2296,184.2744,184.2048,184.2048,102
82,2024-01-31 18:37:00,184.1849,184.2744,184.1849,184.2147,40
83,2024-01-31 18:36:00,184.2296,184.2744,184.1949,184.2346,62
84,2024-01-31 18:35:00,184.2446,184.2644,184.2296,184.2639,179
85,2024-01-31 18:34:00,184.2296,184.2843,184.175,184.2744,43
86,2024-01-31 18:33:00,184.2048,184.2943,184.175,184.2744,216
87,2024-01-31 18:32:00,184.1799,184.2644,184.175,184.2346,1595
88,2024-01-31 18:31:00,184.1849,184.1849,184.175,184.175,178
89,2024-01-31 18:30:00,184.1452,184.1849,184.1104,184.1799,878
90,2024-01-31 18:29:00,184.1054,184.1849,184.0457,184.175,605
91,2024-01-31 18:28:00,184.0457,184.0954,184.006,184.0358,1310
92,2024-01-31 18:27:00,184.0623,184.0656,184.006,184.0358,393
93,2024-01-31 18:26:00,184.0259,184.0358,183.9563,184.0358,134
94,2024-01-31 18:25:00,184.0557,184.0656,184.006,184.006,236
95,2024-01-31 18:24:00,184.011,184.0482,184.006,184.006,61
96,2024-01-31 18:23:00,184.006,184.0656,183.9463,183.9563,374
97,2024-01-31 18:22:00,183.9463,184.0656,183.9463,184.0159,78
98,2024-01-31 18:21:00,183.9463,184.0656,183.9463,183.996,42
99,2024-01-31 18:20:00,184.0756,184.0756,183.3002,184.006,1222
100,2024-01-31 18:19:00,183.9324,184.0954,183.3002,184.0706,450
101,2024-01-31 18:18:00,184.0954,184.0954,183.8966,183.9463,639
102,2024-01-31 18:17:00,183.9424,184.0954,183.8966,184.001,1023
103,2024-01-31 18:16:00,183.8768,183.9662,183.7972,183.9662,2799
104,2024-01-31 18:15:00,183.8867,183.8867,183.8072,183.8072,60
105,2024-01-31 18:14:00,183.8469,183.8966,183.7972,183.8817,195
106,2024-01-31 18:13:00,183.8966,183.8966,183.7575,183.8867,666
107,2024-01-31 18:12:00,183.8966,183.8966,183.8221,183.8957,1141
108,2024-01-31 18:11:00,183.9662,183.9762,183.837,183.8966,847
109,2024-01-31 18:10:00,183.9563,183.9762,183.8966,183.9364,104
110,2024-01-31 18:09:00,183.9645,183.9762,183.8966,183.9762,438
111,2024-01-31 18:08:00,184.0159,184.0259,183.9165,183.9165,393
112,2024-01-31 18:07:00,184.0954,184.1352,183.996,183.996,140
113,2024-01-31 18:06:00,184.0954,184.1352,184.0457,184.0756,98
114,2024-01-31 18:05:00,184.0457,184.1352,184.0457,184.0557,161
115,2024-01-31 18:04:00,184.1253,184.1352,183.996,184.0905,187
116,2024-01-31 18:03:00,184.0954,184.1352,184.0656,184.0954,101
117,2024-01-31 18:02:00,184.1452,184.1452,184.0159,184.1352,46
118,2024-01-31 18:01:00,184.1153,184.175,183.996,184.1452,928
119,2024-01-31 18:00:00,184.0159,184.2545,183.996,184.165,2516
120,2024-01-31 17:59:00,184.0358,184.0358,183.996,183.996,201
121,2024-01-31 17:58:00,184.0457,184.0954,183.996,183.996,120
122,2024-01-31 17:57:00,183.996,184.0954,183.996,184.0457,62
123,2024-01-31 17:56:00,184.006,184.0954,183.9165,183.996,78
124,2024-01-31 17:55:00,184.0693,184.0954,183.9066,183.996,86
125,2024-01-31 17:54:00,183.8619,184.1352,183.8619,184.0159,874
126,2024-01-31 17:53:00,183.8271,183.9066,183.7475,183.9066,809
127,2024-01-31 17:52:00,183.7475,183.8966,183.7475,183.8469,148
128,2024-01-31 17:51:00,183.8221,183.8966,183.7475,183.8221,153
129,2024-01-31 17:50:00,183.8469,183.8966,183.7972,183.8221,742
130,2024-01-31 17:49:00,183.8668,183.9861,183.7475,183.8619,317
131,2024-01-31 17:48:00,183.8668,184.0159,183.7475,184.006,72
132,2024-01-31 17:47:00,184.0954,184.0954,183.6978,183.7475,3494
133,2024-01-31 17:46:00,184.1054,184.1849,183.9165,183.9165,1332
134,2024-01-31 17:45:00,184.1153,184.1849,184.1054,184.1153,251
135,2024-01-31 17:44:00,184.1302,184.1849,184.0855,184.1153,69
136,2024-01-31 17:43:00,184.175,184.1849,184.1033,184.1849,984
137,2024-01-31 17:42:00,184.1352,184.1849,184.0855,184.0855,523
138,2024-01-31 17:41:00,184.1402,184.1849,184.0855,184.1452,769
139,2024-01-31 17:40:00,184.0954,184.1551,184.0756,184.0783,887
140,2024-01-31 17:39:00,184.0954,184.0954,184.0259,184.0954,835
141,2024-01-31 17:38:00,183.9861,184.0954,183.9563,184.0358,202
142,2024-01-31 17:37:00,184.0954,184.0954,183.9563,183.9861,231
143,2024-01-31 17:36:00,184.0159,184.0954,183.9364,184.0457,2149
144,2024-01-31 17:35:00,184.0259,184.0954,183.996,184.0209,370
145,2024-01-31 17:34:00,184.0954,184.0954,183.9841,184.0954,43
146,2024-01-31 17:33:00,183.996,184.0954,183.9165,184.0656,360
147,2024-01-31 17:32:00,184.0954,184.0954,183.9364,183.996,197
148,2024-01-31 17:31:00,184.0855,184.0954,183.9364,183.9861,363
149,2024-01-31 17:30:00,184.0457,184.0954,183.9364,184.0159,1037
150,2024-01-31 17:29:00,184.0855,184.1352,184.0259,184.0954,1724
151,2024-01-31 17:28:00,184.0905,184.1551,184.0159,184.0855,2979
152,2024-01-31 17:27:00,184.0756,184.1452,184.0259,184.1153,1206
153,2024-01-31 17:26:00,184.0656,184.1551,184.006,184.1352,3838
154,2024-01-31 17:25:00,183.8966,184.0159,183.8966,184.0159,1134
155,2024-01-31 17:24:00,183.996,183.996,183.7972,183.9265,86
156,2024-01-31 17:23:00,183.8668,183.996,183.8469,183.9463,1563
157,2024-01-31 17:22:00,183.8966,183.9364,183.7972,183.9364,311
158,2024-01-31 17:21:00,183.9192,183.9364,183.7674,183.8668,579
159,2024-01-31 17:20:00,183.9165,183.9364,183.808,183.9185,607
160,2024-01-31 17:19:00,183.8966,183.9364,183.842,183.842,884
161,2024-01-31 17:18:00,183.8966,183.8966,183.7078,183.8171,289
162,2024-01-31 17:17:00,183.837,183.8966,183.7078,183.837,81
163,2024-01-31 17:16:00,183.7972,183.9364,183.7078,183.7078,525
164,2024-01-31 17:15:00,183.8966,183.9364,183.7972,183.9364,324
165,2024-01-31 17:14:00,183.9165,183.9364,183.8867,183.9066,6085
166,2024-01-31 17:13:00,183.9364,183.9364,183.8966,183.9165,851
167,2024-01-31 17:12:00,183.8668,183.9364,183.6978,183.8966,3398
168,2024-01-31 17:11:00,183.7674,183.8966,183.7277,183.8966,727
169,2024-01-31 17:10:00,183.7972,183.8469,183.7078,183.7575,228
170,2024-01-31 17:09:00,183.8221,183.8966,183.6978,183.708,2985
171,2024-01-31 17:08:00,183.7515,183.8221,183.6978,183.7475,3980
172,2024-01-31 17:07:00,183.6978,183.8966,183.6978,183.8966,171
173,2024-01-31 17:06:00,183.9364,183.9364,183.6978,183.8271,1095
174,2024-01-31 17:05:00,183.8271,183.9364,183.7972,183.8718,2420
175,2024-01-31 17:04:00,183.8469,183.8867,183.8171,183.8469,1259
176,2024-01-31 17:03:00,183.8966,183.8966,183.3002,183.7972,198076
177,2024-01-31 17:02:00,183.8569,183.8966,183.7972,183.8469,398
178,2024-01-31 17:01:00,183.7972,183.9364,183.7972,183.8718,328
179,2024-01-31 17:00:00,183.7674,183.8966,183.7177,183.8867,2783
180,2024-01-31 16:59:00,183.8867,183.9364,183.6481,183.7972,7680
181,2024-01-31 16:58:00,183.6481,183.8867,183.4593,183.8867,4515
182,2024-01-31 16:57:00,183.6283,183.6978,183.3996,183.5388,8553
183,2024-01-31 16:56:00,183.5487,183.6978,183.499,183.5885,4585
184,2024-01-31 16:55:00,183.6481,183.6978,183.4593,183.5984,14599
185,2024-01-31 16:54:00,183.6481,183.7774,183.5984,183.6581,2851
186,2024-01-31 16:53:00,181.0577,183.6978,181.0577,183.6978,5799
187,2024-01-31 16:52:00,183.7277,186.7092,174.7081,183.6481,10087
188,2024-01-31 16:51:00,183.7277,183.8966,183.6978,183.7774,768
189,2024-01-31 16:50:00,183.6978,183.8966,183.6183,183.7078,5096
190,2024-01-31 16:49:00,183.8072,183.8966,183.5388,183.6978,19133
191,2024-01-31 16:48:00,183.6493,183.8966,183.6481,183.7078,2489
192,2024-01-31 16:47:00,183.7177,183.8966,183.5189,183.837,3917
193,2024-01-31 16:46:00,184.011,184.0855,183.5984,183.6978,10807
194,2024-01-31 16:45:00,183.9364,184.0954,183.9066,183.996,9819
195,2024-01-31 16:44:00,184.1153,184.1849,183.8966,183.9066,14560
196,2024-01-31 16:43:00,184.1054,184.1849,184.0557,184.0954,9124
197,2024-01-31 16:42:00,184.1253,184.2843,184.0855,184.1949,2498
198,2024-01-31 16:41:00,184.2147,184.2147,183.3002,184.1253,98557
199,2024-01-31 16:40:00,184.4931,184.5428,183.3002,184.1352,26555
200,2024-01-31 16:39:00,184.5825,184.5825,184.334,184.5328,16904
201,2024-01-31 16:38:00,184.5229,184.5825,184.4434,184.4931,2386
202,2024-01-31 16:37:00,184.4434,184.5825,184.3937,184.4434,1587
203,2024-01-31 16:36:00,184.4632,184.5626,184.4036,184.4036,9193
204,2024-01-31 16:35:00,184.4235,184.4931,184.4135,184.4632,2055
205,2024-01-31 16:34:00,184.4235,184.4235,184.4135,184.4185,889
206,2024-01-31 16:33:00,184.5577,184.5925,184.4135,184.4235,3666
207,2024-01-31 16:32:00,184.5527,184.5925,184.4732,184.5726,3301
208,2024-01-31 16:31:00,184.4533,184.5825,184.4434,184.5527,2944
209,2024-01-31 16:30:00,184.4831,184.5428,184.4434,184.4632,573
210,2024-01-31 16:29:00,184.5179,184.5825,184.4434,184.4632,1151
211,2024-01-31 16:28:00,184.5626,184.5925,184.4235,184.4533,1485
212,2024-01-31 16:27:00,184.4235,184.5925,184.4235,184.5925,463
213,2024-01-31 16:26:00,184.6422,184.6521,184.4235,184.4931,8008
214,2024-01-31 16:25:00,184.6422,184.7118,184.5825,184.6521,1346
215,2024-01-31 16:24:00,184.5428,184.7416,184.5428,184.6621,2971
216,2024-01-31 16:23:00,184.4947,184.6223,184.4931,184.6223,4755
217,2024-01-31 16:22:00,184.5825,184.5825,184.4931,184.4931,6560
218,2024-01-31 16:21:00,184.6223,184.6621,184.4931,184.5825,1848
219,2024-01-31 16:20:00,184.4951,184.6705,183.3002,184.6223,23718
220,2024-01-31 16:19:00,184.672,184.7018,184.4931,184.503,5182
221,2024-01-31 16:18:00,184.6422,184.7615,184.6223,184.6322,6369
222,2024-01-31 16:17:00,184.6819,184.7714,184.6223,184.672,7102
223,2024-01-31 16:16:00,184.7593,184.7615,184.6223,184.6571,8962
224,2024-01-31 16:15:00,184.7217,184.8211,183.3002,184.7267,5679
225,2024-01-31 16:14:00,184.503,184.7813,184.503,184.7813,9844
226,2024-01-31 16:13:00,184.5925,184.7018,184.4135,184.5925,4773
227,2024-01-31 16:12:00,184.7018,185.2833,183.3002,184.5925,235576
228,2024-01-31 16:11:00,184.6521,184.7913,184.6422,184.6919,9742
229,2024-01-31 16:10:00,184.7416,184.831,183.3002,184.7118,6502
230,2024-01-31 16:09:00,184.6305,184.7913,184.5925,184.7416,9104
231,2024-01-31 16:08:00,184.5328,184.6422,184.4036,184.6322,10188
232,2024-01-31 16:07:00,184.5676,184.6223,183.3002,184.4931,26291
233,2024-01-31 16:06:00,184.2644,184.6422,184.2644,184.4951,30129
234,2024-01-31 16:05:00,184.3937,184.4632,183.3002,184.3141,283056
235,2024-01-31 16:04:00,183.8966,184.4632,183.2956,184.4285,1073617
236,2024-01-31 16:03:00,183.678,183.9861,183.3002,183.8966,634955
237,2024-01-31 16:02:00,183.6768,183.7972,183.3002,183.7376,242809
238,2024-01-31 16:01:00,183.7376,184.5875,182.7237,183.678,63230
239,2024-01-31 16:00:00,183.34,184.0855,183.2605,183.5984,18744421
240,2024-01-31 15:59:00,183.9165,183.9165,183.2505,183.2605,933606
241,2024-01-31 15:58:00,184.0607,184.0756,183.8668,183.9165,417431
242,2024-01-31 15:57:00,184.011,184.1253,183.8867,184.0656,458338
243,2024-01-31 15:56:00,184.0358,184.1551,183.9862,184.0159,306775
244,2024-01-31 15:55:00,183.9215,184.1352,183.8917,184.0358,464840
245,2024-01-31 15:54:00,183.7575,183.9463,183.6382,183.9215,463574
246,2024-01-31 15:53:00,183.9066,183.9657,183.7475,183.7475,237552
247,2024-01-31 15:52:00,184.0954,184.0954,183.8469,183.9116,344915
248,2024-01-31 15:51:00,184.1253,184.1551,184.0259,184.0954,194708
249,2024-01-31 15:50:00,184.0954,184.1253,183.8966,184.1203,403749
250,2024-01-31 15:49:00,184.1104,184.1551,184.0457,184.0855,140143
251,2024-01-31 15:48:00,184.1849,184.1949,184.0557,184.1104,88506
252,2024-01-31 15:47:00,184.1054,184.2147,184.0259,184.1949,157919
253,2024-01-31 15:46:00,184.1054,184.175,184.0557,184.1054,100066
254,2024-01-31 15:45:00,184.006,184.1352,184.006,184.0954,154950
255,2024-01-31 15:44:00,184.165,184.165,184.001,184.011,73248
256,2024-01-31 15:43:00,184.2147,184.2446,184.0805,184.165,103302
257,2024-01-31 15:42:00,184.1899,184.2296,184.1354,184.2048,88425
258,2024-01-31 15:41:00,184.2545,184.2545,184.1302,184.1799,84310
259,2024-01-31 15:40:00,184.2098,184.3042,184.1054,184.2446,93383
260,2024-01-31 15:39:00,184.1054,184.2445,184.0607,184.2147,88015
261,2024-01-31 15:38:00,184.0656,184.1203,184.0259,184.1153,103143
262,2024-01-31 15:37:00,184.0706,184.1452,183.9563,184.0656,110218
263,2024-01-31 15:36:00,183.9364,184.1054,183.9178,184.0706,154492
264,2024-01-31 15:35:00,184.006,184.0159,183.9066,183.9364,94133
265,2024-01-31 15:34:00,183.9762,184.0142,183.9165,184.0142,182037
266,2024-01-31 15:33:00,184.1551,184.2446,183.9762,183.9811,125840
267,2024-01-31 15:32:00,184.3241,184.3241,184.0994,184.1601,90676
268,2024-01-31 15:31:00,184.2943,184.3738,184.2296,184.3339,84943
269,2024-01-31 15:30:00,184.4135,184.4818,184.2843,184.2843,85594
270,2024-01-31 15:29:00,184.3489,184.4434,184.3241,184.4135,85303
271,2024-01-31 15:28:00,184.4732,184.5428,184.3141,184.3539,108054
272,2024-01-31 15:27:00,184.2744,184.483,184.2048,184.4805,82466
273,2024-01-31 15:26:00,184.1054,184.3042,184.0954,184.2744,82696
274,2024-01-31 15:25:00,184.2048,184.2446,184.1054,184.1054,82745
275,2024-01-31 15:24:00,184.334,184.3986,184.2048,184.2097,98828
276,2024-01-31 15:23:00,184.2793,184.3837,184.1849,184.3339,93873
277,2024-01-31 15:22:00,184.2943,184.3837,184.175,184.2793,108978
278,2024-01-31 15:21:00,184.2565,184.4235,184.2147,184.3141,136787
279,2024-01-31 15:20:00,183.9861,184.2744,183.9314,184.2545,127777
280,2024-01-31 15:19:00,184.0308,184.1551,183.9563,183.9563,113035
281,2024-01-31 15:18:00,184.175,184.1849,183.996,184.0358,104471
282,2024-01-31 15:17:00,184.2644,184.3439,184.1452,184.1888,97514
283,2024-01-31 15:16:00,184.4235,184.4831,184.1949,184.2545,95513
284,2024-01-31 15:15:00,184.3937,184.4621,184.2446,184.4334,84318
285,2024-01-31 15:14:00,184.3837,184.4732,184.3141,184.3986,71559
286,2024-01-31 15:13:00,184.3738,184.4334,184.1849,184.3887,77084
287,2024-01-31 15:12:00,184.2843,184.3837,184.165,184.3638,94778
288,2024-01-31 15:11:00,184.3738,184.3937,184.165,184.2815,93786
289,2024-01-31 15:10:00,184.4135,184.6123,184.344,184.3638,108349
290,2024-01-31 15:09:00,184.4135,184.4732,184.2943,184.4185,104174
291,2024-01-31 15:08:00,184.3837,184.503,184.1849,184.4036,150026
292,2024-01-31 15:07:00,184.175,184.3788,183.9861,184.3738,181564
293,2024-01-31 15:06:00,184.165,184.2147,183.9662,184.2029,176714
294,2024-01-31 15:05:00,184.2147,184.2744,184.0358,184.1771,119757
295,2024-01-31 15:04:00,184.2545,184.2744,184.0457,184.2123,166989
296,2024-01-31 15:03:00,184.2498,184.3141,184.1054,184.2545,149092
297,2024-01-31 15:02:00,184.5129,184.5328,184.1849,184.2346,207421
298,2024-01-31 15:01:00,184.7912,184.8509,184.4732,184.503,141191
299,2024-01-31 15:00:00,184.8708,184.9205,184.6521,184.7615,106403
300,2024-01-31 14:59:00,185.0,185.0,184.8012,184.8609,95718
301,2024-01-31 14:58:00,185.1491,185.1491,184.9702,185.0199,128430
302,2024-01-31 14:57:00,184.9801,185.1789,184.9801,185.1417,56520
303,2024-01-31 14:56:00,185.1789,185.1889,185.0,185.0298,74811
304,2024-01-31 14:55:00,185.0199,185.1917,184.9205,185.1702,59656
305,2024-01-31 14:54:00,185.0286,185.1491,184.9901,185.0199,66322
306,2024-01-31 14:53:00,184.9304,185.0795,184.8907,185.0398,81864
307,2024-01-31 14:52:00,185.0298,185.0696,184.8211,184.9205,105855
308,2024-01-31 14:51:00,185.169,185.1988,185.0199,185.0199,68141
309,2024-01-31 14:50:00,185.3589,185.4275,184.9901,185.1491,136163
310,2024-01-31 14:49:00,185.507,185.5766,185.3281,185.3579,74412
311,2024-01-31 14:48:00,185.4871,185.5666,185.3989,185.497,99803
312,2024-01-31 14:47:00,185.6859,185.7257,185.4175,185.4772,114103
313,2024-01-31 14:46:00,185.7157,185.7555,185.5666,185.7008,107637
314,2024-01-31 14:45:00,185.5617,185.8251,185.5617,185.7058,175941
315,2024-01-31 14:44:00,185.5169,185.676,185.4175,185.5498,143841
316,2024-01-31 14:43:00,185.4374,185.5553,185.3479,185.5002,137105
317,2024-01-31 14:42:00,185.3678,185.4772,185.3082,185.4374,131992
318,2024-01-31 14:41:00,185.3181,185.4076,185.2485,185.3679,115972
319,2024-01-31 14:40:00,185.3181,185.4175,185.2187,185.2982,135398
320,2024-01-31 14:39:00,185.0298,185.4076,184.9837,185.2919,170211
321,2024-01-31 14:38:00,184.5825,185.1193,184.5527,185.0199,185005
322,2024-01-31 14:37:00,184.5626,184.6123,184.3539,184.5825,108137
323,2024-01-31 14:36:00,184.6322,184.672,184.4931,184.5626,95761
324,2024-01-31 14:35:00,184.7664,184.9702,184.5825,184.6521,158436
325,2024-01-31 14:34:00,184.7813,184.7913,184.6621,184.7615,46923
326,2024-01-31 14:33:00,184.821,184.8807,184.7118,184.7813,109102
327,2024-01-31 14:32:00,184.6919,184.8708,184.6621,184.8211,82719
328,2024-01-31 14:31:00,184.4831,184.7515,184.4334,184.6786,126064
329,2024-01-31 14:30:00,184.5626,184.6223,184.4884,184.4891,64595
330,2024-01-31 14:29:00,184.4931,184.5726,184.4533,184.5626,37493
331,2024-01-31 14:28:00,184.5229,184.5726,184.4533,184.4831,55062
332,2024-01-31 14:27:00,184.5825,184.6422,184.5229,184.5328,54473
333,2024-01-31 14:26:00,184.5477,184.5825,184.503,184.5776,67622
334,2024-01-31 14:25:00,184.4434,184.5527,184.4036,184.5328,53601
335,2024-01-31 14:24:00,184.4036,184.4732,184.3638,184.4483,116692
336,2024-01-31 14:23:00,184.4235,184.4285,184.3404,184.4134,66920
337,2024-01-31 14:22:00,184.4235,184.5129,184.3837,184.4135,69686
338,2024-01-31 14:21:00,184.4632,184.4732,184.3837,184.4493,69210
339,2024-01-31 14:20:00,184.4682,184.4871,184.4126,184.4672,71702
340,2024-01-31 14:19:00,184.4931,184.5328,184.4036,184.4533,89079
341,2024-01-31 14:18:00,184.6024,184.6118,184.4637,184.4931,96296
342,2024-01-31 14:17:00,184.7217,184.7217,184.6024,184.6114,54410
343,2024-01-31 14:16:00,184.7217,184.7714,184.6521,184.7366,81467
344,2024-01-31 14:15:00,184.7714,184.7764,184.6123,184.7316,71903
345,2024-01-31 14:14:00,184.7913,184.8807,184.7018,184.7714,148922
346,2024-01-31 14:13:00,184.7416,184.8509,184.7018,184.7813,89752
347,2024-01-31 14:12:00,184.672,184.7912,184.6322,184.7316,54587
348,2024-01-31 14:11:00,184.6919,184.7316,184.5467,184.6422,85224
349,2024-01-31 14:10:00,184.6819,184.7217,184.5626,184.6919,70892
350,2024-01-31 14:09:00,184.6223,184.694,184.5626,184.6521,50177
351,2024-01-31 14:08:00,184.7118,184.7316,184.5626,184.6223,53472
352,2024-01-31 14:07:00,184.6422,184.7217,184.5527,184.672,75521
353,2024-01-31 14:06:00,184.7217,184.7813,184.5726,184.6372,72478
354,2024-01-31 14:05:00,184.4931,184.8211,184.4831,184.7217,149794
355,2024-01-31 14:04:00,184.6123,184.6273,184.3738,184.503,57416
356,2024-01-31 14:03:00,184.3738,184.672,184.2346,184.6422,146856
357,2024-01-31 14:02:00,184.4334,184.4334,184.1551,184.3937,143346
358,2024-01-31 14:01:00,184.4732,184.5626,184.2446,184.4135,147767
359,2024-01-31 14:00:00,185.0597,185.2088,184.2447,184.503,263802
360,2024-01-31 13:59:00,185.0994,185.1193,184.9901,185.0696,79976
361,2024-01-31 13:58:00,185.1889,185.2187,185.112,185.1202,36369
362,2024-01-31 13:57:00,185.1988,185.2287,185.1193,185.1789,56119
363,2024-01-31 13:56:00,185.2386,185.2386,185.1789,185.2088,58162
364,2024-01-31 13:55:00,185.2684,185.2684,185.1889,185.2436,84175
365,2024-01-31 13:54:00,185.3281,185.3579,185.2535,185.2684,56815
366,2024-01-31 13:53:00,185.3281,185.338,185.2982,185.3231,40095
367,2024-01-31 13:52:00,185.3728,185.3778,185.3281,185.333,44845
368,2024-01-31 13:51:00,185.2634,185.3876,185.2585,185.3728,62036
369,2024-01-31 13:50:00,185.4175,185.4175,185.2535,185.2585,66253
370,2024-01-31 13:49:00,185.3529,185.4076,185.3131,185.4076,63232
371,2024-01-31 13:48:00,185.3877,185.3877,185.3479,185.3529,66595
372,2024-01-31 13:47:00,185.3231,185.3976,185.3231,185.3877,80086
373,2024-01-31 13:46:00,185.2883,185.3181,185.2784,185.3181,59768
