,open,high,low,close,volume
2025-03-07 08:56:00,234.9900,234.9900,234.8000,234.9000,1380
2025-03-07 08:55:00,234.9200,235.0400,234.8200,234.8200,460
2025-03-07 08:54:00,235.0000,235.1299,234.9312,235.0400,170
2025-03-07 08:53:00,234.8400,235.1188,234.8400,235.0300,281
2025-03-07 08:52:00,234.8400,235.1100,234.8300,235.0935,329
2025-03-07 08:51:00,234.9100,235.0600,234.8400,234.8400,795
2025-03-07 08:50:00,235.0000,235.0000,234.9000,234.9100,3388
2025-03-07 08:49:00,234.9200,235.1000,234.9145,234.9145,333
2025-03-07 08:48:00,234.9106,235.0100,234.9025,234.9600,905
2025-03-07 08:47:00,234.9400,235.0889,234.9100,234.9300,1212
2025-03-07 08:46:00,235.0100,235.1500,234.8346,234.9800,227
2025-03-07 08:45:00,235.1300,235.2400,235.0500,235.0500,924
2025-03-07 08:44:00,235.0238,235.1500,235.0000,235.0600,3934
2025-03-07 08:43:00,234.8191,235.2000,234.8191,234.9500,1215
2025-03-07 08:42:00,234.8800,235.0000,234.8000,234.9600,1610
2025-03-07 08:41:00,235.2500,235.2500,234.8200,234.9900,2006
2025-03-07 08:40:00,234.9600,235.2500,234.8500,235.2500,4887
2025-03-07 08:39:00,235.2700,235.3300,234.8201,234.9300,3033
2025-03-07 08:38:00,235.3800,235.3800,234.8600,235.1645,2823
2025-03-07 08:37:00,235.1900,235.4700,235.1800,235.3000,2144
2025-03-07 08:36:00,234.8101,235.3600,234.8101,235.1900,1276
2025-03-07 08:35:00,234.8900,235.0000,234.8001,234.8103,1221
2025-03-07 08:34:00,234.6900,235.0900,234.6900,234.8000,1474
2025-03-07 08:33:00,235.3705,235.5395,234.7600,235.0000,6775
2025-03-07 08:32:00,235.7552,235.9900,235.3705,235.5900,1470
2025-03-07 08:31:00,235.2200,236.0000,235.2200,236.0000,2437
2025-03-07 08:30:00,234.7100,236.1000,234.4003,235.5500,16402
2025-03-07 08:29:00,234.7100,234.7100,234.5600,234.7100,411
2025-03-07 08:28:00,234.8100,234.8100,234.5600,234.6600,1108
2025-03-07 08:27:00,234.9100,234.9700,234.6100,234.6100,633
2025-03-07 08:26:00,234.8000,235.0000,234.7000,234.9100,5921
2025-03-07 08:25:00,234.7695,234.8400,234.7500,234.8000,209
2025-03-07 08:24:00,234.7000,234.8500,234.7000,234.7695,3047
2025-03-07 08:23:00,234.6600,234.7500,234.6507,234.7500,403
2025-03-07 08:22:00,234.6900,234.6900,234.6500,234.6800,455
2025-03-07 08:21:00,234.8200,234.8200,234.6500,234.6900,419
2025-03-07 08:20:00,234.5600,234.8200,234.4435,234.7300,4987
2025-03-07 08:19:00,234.5100,234.5800,234.4400,234.5500,1168
2025-03-07 08:18:00,234.5400,234.5600,234.4000,234.4000,859
2025-03-07 08:17:00,234.5400,234.5400,234.4700,234.5200,1259
2025-03-07 08:16:00,234.5400,234.5500,234.5200,234.5343,1555
2025-03-07 08:15:00,234.5600,234.6600,234.5200,234.5200,66
2025-03-07 08:14:00,234.7000,234.7500,234.5200,234.5200,422
2025-03-07 08:13:00,234.7500,234.8300,234.7500,234.7500,32
2025-03-07 08:12:00,234.8900,234.8900,234.7400,234.7400,4
2025-03-07 08:11:00,234.9500,234.9500,234.8200,234.8200,709
2025-03-07 08:10:00,234.9100,234.9600,234.9001,234.9300,2233
2025-03-07 08:09:00,234.9200,234.9800,234.9000,234.9000,315
2025-03-07 08:08:00,234.7600,234.9190,234.7600,234.9190,90
2025-03-07 08:07:00,234.8901,234.9007,234.8800,234.9000,959
2025-03-07 08:06:00,234.7670,234.9100,234.6500,234.9100,3960
2025-03-07 08:05:00,234.7799,235.3300,234.5774,234.5774,95
2025-03-07 08:04:00,234.8100,234.8800,234.6600,234.7300,170
2025-03-07 08:03:00,234.9000,235.3300,234.8100,234.8100,212
2025-03-07 08:02:00,235.3300,235.3300,234.8000,235.3300,1914
2025-03-07 08:01:00,234.2400,234.8900,234.1600,234.6300,861
2025-03-07 08:00:00,234.6700,235.3300,234.1500,234.8200,188623
2025-03-07 07:59:00,234.6200,234.6200,234.5500,234.5500,118
2025-03-07 07:58:00,234.5200,234.6100,234.5200,234.6100,430
2025-03-07 07:57:00,234.4700,234.5100,234.4000,234.5000,768
2025-03-07 07:56:00,234.4900,234.4900,234.4900,234.4900,3
2025-03-07 07:55:00,234.3600,234.5200,234.3600,234.5200,1111
2025-03-07 07:54:00,234.3900,234.3900,234.3700,234.3900,8
2025-03-07 07:53:00,234.4000,234.4200,234.3800,234.3800,43
2025-03-07 07:52:00,234.4000,234.4000,234.3900,234.4000,152
2025-03-07 07:51:00,234.4200,234.4300,234.4100,234.4200,89
2025-03-07 07:50:00,234.4400,234.4600,234.4400,234.4400,835
2025-03-07 07:49:00,234.4200,234.4400,234.4200,234.4300,986
2025-03-07 07:48:00,234.3800,234.4500,234.3600,234.4000,627
2025-03-07 07:47:00,234.3900,234.4100,234.3600,234.4100,746
2025-03-07 07:46:00,234.3900,234.4500,234.3600,234.4000,1480
2025-03-07 07:45:00,234.4000,234.4500,234.3500,234.3600,399
2025-03-07 07:44:00,234.5300,234.5300,234.4300,234.4500,862
2025-03-07 07:43:00,234.5600,234.5600,234.5200,234.5200,251
2025-03-07 07:42:00,234.6100,234.6300,234.5500,234.5500,2852
2025-03-07 07:41:00,234.6100,234.6300,234.6100,234.6300,56
2025-03-07 07:39:00,234.6500,234.6600,234.6100,234.6100,1519
2025-03-07 07:38:00,234.6500,234.6500,234.6400,234.6400,84
2025-03-07 07:37:00,234.6700,234.6700,234.6500,234.6600,74
2025-03-07 07:35:00,234.6500,234.6500,234.6300,234.6300,32
2025-03-07 07:34:00,234.6700,234.6700,234.6100,234.6100,3
2025-03-07 07:33:00,234.6300,234.6500,234.6100,234.6300,546
2025-03-07 07:32:00,234.6500,234.6600,234.6100,234.6600,547
2025-03-07 07:31:00,234.6200,234.6200,234.6100,234.6100,71
2025-03-07 07:30:00,234.6100,234.6400,234.6000,234.6000,9
2025-03-07 07:29:00,234.6600,234.6600,234.6000,234.6500,1366
2025-03-07 07:28:00,234.6500,234.6500,234.6100,234.6500,8
2025-03-07 07:27:00,234.6300,234.6300,234.6300,234.6300,22
2025-03-07 07:26:00,234.6700,234.6800,234.6300,234.6700,74
2025-03-07 07:25:00,234.6600,234.6600,234.6400,234.6400,34
2025-03-07 07:24:00,234.6600,234.6600,234.6600,234.6600,102
2025-03-07 07:23:00,234.6600,234.6800,234.6400,234.6400,13
2025-03-07 07:22:00,234.6700,234.6900,234.6300,234.6900,203
2025-03-07 07:21:00,234.6700,234.6700,234.6700,234.6700,1
2025-03-07 07:20:00,234.6600,234.6800,234.6600,234.6800,193
2025-03-07 07:19:00,234.7100,234.7100,234.6600,234.6800,2358
2025-03-07 07:17:00,234.7400,234.7400,234.7400,234.7400,2
2025-03-07 07:16:00,234.7500,234.7500,234.7500,234.7500,23
2025-03-07 07:15:00,234.7000,234.7000,234.6800,234.6800,828
2025-03-07 07:14:00,234.7500,234.7500,234.7500,234.7500,2
2025-03-07 07:13:00,234.6900,234.6900,234.6900,234.6900,948
2025-03-07 07:12:00,234.7600,234.7600,234.6900,234.7000,37
2025-03-07 07:11:00,234.7600,234.7600,234.7100,234.7200,107
2025-03-07 07:10:00,234.8600,234.8600,234.7300,234.7700,365
2025-03-07 07:08:00,234.9000,234.9000,234.8600,234.8600,72
2025-03-07 07:07:00,234.9300,234.9500,234.9100,234.9200,191
2025-03-07 07:06:00,234.8700,234.9500,234.8300,234.9500,798
2025-03-07 07:05:00,234.7800,234.8400,234.7800,234.8400,191
2025-03-07 07:04:00,234.7700,234.8000,234.7200,234.7200,620
2025-03-07 07:03:00,234.8100,234.8300,234.7900,234.7900,36
2025-03-07 07:02:00,234.7400,234.8500,234.7300,234.8300,1212
2025-03-07 07:01:00,234.7100,234.7300,234.7100,234.7300,466
2025-03-07 07:00:00,234.7000,234.7400,234.6700,234.7100,829
2025-03-07 06:59:00,234.7300,234.7300,234.6900,234.7000,433
2025-03-07 06:58:00,234.7300,234.7300,234.7100,234.7300,346
2025-03-07 06:57:00,234.7400,234.7400,234.7400,234.7400,151
2025-03-07 06:56:00,234.7400,234.7400,234.7400,234.7400,3
2025-03-07 06:55:00,234.7100,234.7500,234.7100,234.7500,56
2025-03-07 06:54:00,234.6800,234.6900,234.6800,234.6900,19
2025-03-07 06:53:00,234.6900,234.6900,234.6700,234.6700,2
2025-03-07 06:52:00,234.6900,234.6900,234.6900,234.6900,1
2025-03-07 06:51:00,234.6600,234.6600,234.6600,234.6600,6
2025-03-07 06:50:00,234.6700,234.6900,234.6600,234.6800,245
2025-03-07 06:49:00,234.6700,234.6900,234.6600,234.6900,154
2025-03-07 06:48:00,234.6600,234.6600,234.6500,234.6600,25
2025-03-07 06:47:00,234.6600,234.6800,234.6600,234.6800,68
2025-03-07 06:46:00,234.6800,234.6800,234.6400,234.6400,8
2025-03-07 06:45:00,234.6900,234.6900,234.6900,234.6900,2
2025-03-07 06:44:00,234.6800,234.7100,234.6500,234.6600,130
2025-03-07 06:43:00,234.6600,234.6900,234.6300,234.6300,253
2025-03-07 06:42:00,234.7000,234.7000,234.6400,234.6500,14
2025-03-07 06:41:00,234.7000,234.7000,234.6500,234.6500,220
2025-03-07 06:40:00,234.7300,234.7300,234.6500,234.6600,3
2025-03-07 06:39:00,234.6500,234.7100,234.6300,234.6500,130
2025-03-07 06:38:00,234.6200,234.6500,234.6100,234.6500,284
2025-03-07 06:37:00,234.6900,234.7500,234.6200,234.6200,2483
2025-03-07 06:36:00,234.7100,234.7100,234.6400,234.6400,7
2025-03-07 06:35:00,234.6300,234.6400,234.6300,234.6400,7
2025-03-07 06:34:00,234.7100,234.7100,234.6300,234.6900,43
2025-03-07 06:33:00,234.6300,234.6700,234.6300,234.6700,104
2025-03-07 06:32:00,234.6400,234.6600,234.6000,234.6600,545
2025-03-07 06:31:00,234.7200,234.7200,234.6300,234.6300,1013
2025-03-07 06:30:00,234.7500,234.7700,234.7500,234.7700,19
2025-03-07 06:29:00,234.7400,234.7600,234.7400,234.7600,12
2025-03-07 06:28:00,234.7500,234.7800,234.7400,234.7800,155
2025-03-07 06:27:00,234.7300,234.7500,234.7300,234.7500,5
2025-03-07 06:26:00,234.7700,234.7700,234.7300,234.7300,598
2025-03-07 06:25:00,234.7600,234.7700,234.7300,234.7300,372
2025-03-07 06:24:00,234.7000,234.7800,234.7000,234.7300,262
2025-03-07 06:23:00,234.6800,234.6900,234.6800,234.6900,192
2025-03-07 06:22:00,234.6800,234.6800,234.6800,234.6800,3
2025-03-07 06:21:00,234.6800,234.7000,234.6700,234.6700,3
2025-03-07 06:19:00,234.7000,234.7000,234.7000,234.7000,3
2025-03-07 06:17:00,234.6300,234.6300,234.6300,234.6300,10
2025-03-07 06:16:00,234.6700,234.7000,234.6500,234.6500,67
2025-03-07 06:15:00,234.7000,234.7000,234.7000,234.7000,672
2025-03-07 06:13:00,234.6600,234.6600,234.6400,234.6600,207
2025-03-07 06:12:00,234.6500,234.6800,234.6500,234.6800,35
2025-03-07 06:11:00,234.6600,234.6600,234.6200,234.6400,1270
2025-03-07 06:10:00,234.6600,234.6600,234.6300,234.6600,469
2025-03-07 06:09:00,234.6700,234.6700,234.6600,234.6600,63
2025-03-07 06:08:00,234.6800,234.6800,234.6800,234.6800,25
2025-03-07 06:07:00,234.7000,234.7000,234.7000,234.7000,150
2025-03-07 06:06:00,234.6600,234.6600,234.6600,234.6600,104
2025-03-07 06:05:00,234.7400,234.7500,234.7200,234.7500,14
2025-03-07 06:04:00,234.7000,234.7700,234.7000,234.7500,14
2025-03-07 06:03:00,234.7400,234.7400,234.7400,234.7400,20
2025-03-07 06:01:00,234.6200,234.6700,234.6000,234.6700,1293
2025-03-07 06:00:00,234.6900,234.7000,234.6300,234.6300,77
2025-03-07 05:59:00,234.6500,234.8000,234.6500,234.7000,1554
2025-03-07 05:58:00,234.6400,234.6400,234.6400,234.6400,4
2025-03-07 05:57:00,234.6500,234.6700,234.6500,234.6500,16
2025-03-07 05:56:00,234.6100,234.6100,234.6100,234.6100,70
2025-03-07 05:55:00,234.6700,234.6700,234.6000,234.6000,104
2025-03-07 05:54:00,234.6500,234.6700,234.6300,234.6300,12
2025-03-07 05:53:00,234.6500,234.6500,234.6300,234.6300,7
2025-03-07 05:52:00,234.6300,234.6600,234.6200,234.6300,281
2025-03-07 05:50:00,234.6200,234.6700,234.6100,234.6200,58
2025-03-07 05:49:00,234.6600,234.6600,234.6600,234.6600,8
2025-03-07 05:48:00,234.6200,234.6600,234.6200,234.6500,22
2025-03-07 05:47:00,234.6600,234.6600,234.6100,234.6100,34
2025-03-07 05:46:00,234.6600,234.6600,234.6100,234.6600,34
2025-03-07 05:45:00,234.6500,234.6600,234.6500,234.6600,9
2025-03-07 05:44:00,234.6500,234.6500,234.6100,234.6400,50
2025-03-07 05:43:00,234.6500,234.6500,234.6500,234.6500,9
2025-03-07 05:42:00,234.6500,234.6500,234.6500,234.6500,6
2025-03-07 05:41:00,234.6500,234.6500,234.6500,234.6500,25
2025-03-07 05:40:00,234.6400,234.6500,234.6400,234.6500,17
2025-03-07 05:38:00,234.6800,234.7000,234.6500,234.7000,322
2025-03-07 05:37:00,234.6600,234.7000,234.6500,234.6800,257
2025-03-07 05:36:00,234.7100,234.7100,234.6400,234.6400,119
2025-03-07 05:35:00,234.6600,234.6800,234.6400,234.6800,74
2025-03-07 05:34:00,234.6600,234.6600,234.6400,234.6400,28
2025-03-07 05:33:00,234.6600,234.6600,234.6100,234.6100,133
2025-03-07 05:32:00,234.6400,234.6400,234.6400,234.6400,1
2025-03-07 05:31:00,234.6600,234.6600,234.6000,234.6000,109
2025-03-07 05:30:00,234.6800,234.6800,234.6800,234.6800,21
2025-03-07 05:29:00,234.6700,234.6700,234.6000,234.6300,744
2025-03-07 05:28:00,234.7000,234.7100,234.7000,234.7000,3
2025-03-07 05:27:00,234.7200,234.7200,234.7200,234.7200,1
2025-03-07 05:26:00,234.7700,234.7700,234.7200,234.7200,9
2025-03-07 05:24:00,234.6500,234.7400,234.6200,234.7400,402
2025-03-07 05:23:00,234.5400,234.6500,234.5400,234.6500,557
2025-03-07 05:22:00,234.5800,234.5800,234.5400,234.5400,6
2025-03-07 05:21:00,234.5800,234.5800,234.5800,234.5800,2
2025-03-07 05:20:00,234.6300,234.6300,234.6300,234.6300,6
2025-03-07 05:19:00,234.5200,234.6300,234.5200,234.6200,1417
2025-03-07 05:18:00,234.4700,234.5200,234.4700,234.5200,11
2025-03-07 05:17:00,234.4700,234.4700,234.4600,234.4600,11
2025-03-07 05:16:00,234.4800,234.4800,234.4800,234.4800,5
2025-03-07 05:15:00,234.5200,234.5200,234.5200,234.5200,1
2025-03-07 05:14:00,234.4600,234.5500,234.4500,234.4500,990
2025-03-07 05:13:00,234.4800,234.5300,234.4600,234.4700,5
2025-03-07 05:12:00,234.4800,234.5300,234.4800,234.5300,23
2025-03-07 05:11:00,234.4500,234.5200,234.4500,234.4600,35
2025-03-07 05:10:00,234.3600,234.4500,234.3600,234.4500,156
2025-03-07 05:09:00,234.3600,234.3900,234.3600,234.3900,13
2025-03-07 05:08:00,234.4500,234.4500,234.3800,234.4000,194
2025-03-07 05:07:00,234.4500,234.4500,234.4400,234.4500,6
2025-03-07 05:06:00,234.4500,234.5000,234.4400,234.4400,754
2025-03-07 05:05:00,234.4600,234.4600,234.4500,234.4500,818
2025-03-07 05:04:00,234.5100,234.5100,234.5100,234.5100,1
2025-03-07 05:03:00,234.5500,234.5500,234.4600,234.4600,183
2025-03-07 05:02:00,234.5500,234.5500,234.4800,234.4800,54
2025-03-07 05:01:00,234.5600,234.5600,234.5500,234.5500,16
2025-03-07 05:00:00,234.5600,234.5700,234.5300,234.5700,179
2025-03-07 04:59:00,234.5900,234.6300,234.5600,234.5700,42
2025-03-07 04:58:00,234.6500,234.6500,234.6400,234.6400,100
2025-03-07 04:56:00,234.6700,234.7000,234.6700,234.6700,86
2025-03-07 04:55:00,234.6400,234.6500,234.6000,234.6500,9
2025-03-07 04:54:00,234.6400,234.6400,234.6400,234.6400,1
2025-03-07 04:53:00,234.6400,234.6400,234.5900,234.5900,10
2025-03-07 04:52:00,234.6200,234.6200,234.5500,234.5500,6
2025-03-07 04:51:00,234.5100,234.6400,234.5100,234.6200,188
2025-03-07 04:50:00,234.5200,234.5600,234.5200,234.5200,421
2025-03-07 04:49:00,234.5000,234.5300,234.5000,234.5200,214
2025-03-07 04:48:00,234.4700,234.5000,234.4700,234.5000,22
2025-03-07 04:47:00,234.5100,234.5100,234.4700,234.5000,28
2025-03-07 04:46:00,234.4900,234.4900,234.4700,234.4800,4
2025-03-07 04:45:00,234.4600,234.5100,234.4600,234.5100,434
2025-03-07 04:43:00,234.4500,234.4700,234.4500,234.4700,1410
2025-03-07 04:42:00,234.4600,234.4700,234.4400,234.4500,2052
2025-03-07 04:41:00,234.4700,234.4700,234.4600,234.4700,25
2025-03-07 04:40:00,234.4900,234.4900,234.4700,234.4700,9
2025-03-07 04:39:00,234.5200,234.5200,234.4700,234.5200,30
2025-03-07 04:38:00,234.4900,234.4900,234.4500,234.4700,6
2025-03-07 04:37:00,234.4600,234.5000,234.4500,234.4500,219
2025-03-07 04:36:00,234.4400,234.5300,234.4400,234.5000,233
2025-03-07 04:35:00,234.4500,234.4500,234.4400,234.4500,200
2025-03-07 04:34:00,234.4400,234.4500,234.4200,234.4500,11
2025-03-07 04:33:00,234.5000,234.5000,234.4400,234.4600,306
2025-03-07 04:32:00,234.5200,234.5200,234.5000,234.5000,297
2025-03-07 04:31:00,234.5500,234.5800,234.4900,234.5800,753
2025-03-07 04:30:00,234.5500,234.5500,234.5500,234.5500,72
2025-03-07 04:29:00,234.4900,234.5000,234.4900,234.5000,189
2025-03-07 04:28:00,234.5500,234.5500,234.4900,234.4900,7
2025-03-07 04:27:00,234.5800,234.5900,234.5400,234.5800,192
2025-03-07 04:26:00,234.5200,234.5900,234.5200,234.5800,3073
2025-03-07 04:25:00,234.5000,234.5000,234.3800,234.3800,1247
2025-03-07 04:24:00,234.5000,234.5000,234.5000,234.5000,3
2025-03-07 04:23:00,234.5000,234.5000,234.4900,234.5000,945
2025-03-07 04:22:00,234.5000,234.5800,234.5000,234.5100,347
2025-03-07 04:21:00,234.6100,234.6100,234.5100,234.5100,1030
2025-03-07 04:20:00,234.7400,234.7400,234.6100,234.6200,5
2025-03-07 04:19:00,234.6100,234.7500,234.6100,234.6200,65
2025-03-07 04:18:00,234.6000,234.6900,234.6000,234.6900,35
2025-03-07 04:17:00,234.6200,234.6200,234.5400,234.5500,150
2025-03-07 04:16:00,234.6100,234.6100,234.5700,234.5700,3
2025-03-07 04:15:00,234.7000,234.7200,234.6100,234.6900,72
2025-03-07 04:14:00,234.5500,234.7300,234.5100,234.7300,2369
2025-03-07 04:13:00,234.5800,234.5800,234.5200,234.5400,27
2025-03-07 04:12:00,234.5100,234.5600,234.5100,234.5200,304
2025-03-07 04:11:00,234.5000,234.5500,234.5000,234.5000,819
2025-03-07 04:10:00,234.5000,234.5500,234.5000,234.5500,47
2025-03-07 04:09:00,234.5600,234.5600,234.5000,234.5100,231
2025-03-07 04:08:00,234.5700,234.5800,234.5000,234.5100,265
2025-03-07 04:07:00,234.5000,234.5800,234.5000,234.5800,298
2025-03-07 04:06:00,234.3600,234.5000,234.3600,234.5000,321
2025-03-07 04:05:00,234.3700,234.3700,234.3700,234.3700,1
2025-03-07 04:04:00,234.3100,234.3900,234.1700,234.2900,220
2025-03-07 04:03:00,234.3100,234.3300,234.2100,234.2800,522
2025-03-07 04:02:00,234.3500,234.3900,234.1500,234.3100,880
2025-03-07 04:01:00,234.3300,234.4500,234.2000,234.2800,776
2025-03-07 04:00:00,235.0000,235.0000,234.3000,234.4500,640
2025-03-06 19:59:00,234.6500,234.9800,234.6500,234.9800,6027
2025-03-06 19:58:00,234.9700,234.9700,234.9700,234.9700,1
2025-03-06 19:57:00,234.9000,234.9800,234.6500,234.9800,1762
2025-03-06 19:56:00,234.8001,234.9100,234.8000,234.9000,512
2025-03-06 19:55:00,234.8888,234.8888,234.8022,234.8100,103
2025-03-06 19:54:00,234.8900,234.8900,234.8600,234.8600,7
2025-03-06 19:53:00,234.8000,234.8800,234.7720,234.7900,141
2025-03-06 19:52:00,234.8900,234.8900,234.7000,234.7500,692
2025-03-06 19:51:00,234.8800,234.9000,234.7500,234.7500,821
2025-03-06 19:50:00,234.7500,234.9000,234.7500,234.9000,194
2025-03-06 19:49:00,234.6500,234.9000,234.6500,234.7000,164
2025-03-06 19:48:00,234.8000,234.8600,234.8000,234.8000,106
2025-03-06 19:47:00,234.8600,234.8600,234.8000,234.8000,11
2025-03-06 19:46:00,234.8600,234.9000,234.5000,234.8600,152
2025-03-06 19:45:00,234.8500,234.9000,234.8400,234.9000,317
2025-03-06 19:44:00,234.8500,234.8500,234.8000,234.8500,219
2025-03-06 19:43:00,234.8000,234.8000,234.7500,234.8000,124
2025-03-06 19:42:00,234.7600,234.7600,234.7500,234.7500,112
2025-03-06 19:41:00,234.5212,234.8000,234.5212,234.5500,200
2025-03-06 19:40:00,234.7900,234.8000,234.7900,234.8000,18
2025-03-06 19:39:00,234.8000,234.8000,234.7600,234.7600,146
2025-03-06 19:38:00,234.5777,234.8600,234.5700,234.7600,105
2025-03-06 19:37:00,234.7100,234.7700,234.7100,234.7700,67
2025-03-06 19:36:00,234.7400,234.7600,234.7400,234.7600,53
2025-03-06 19:35:00,234.5000,234.8700,234.5000,234.8700,28
2025-03-06 19:34:00,234.7600,234.8000,234.7600,234.8000,28
2025-03-06 19:33:00,234.8000,234.8800,234.5000,234.5000,213
2025-03-06 19:32:00,234.7500,234.8705,234.5000,234.8705,199
2025-03-06 19:31:00,234.7400,234.7500,234.5000,234.5000,112
2025-03-06 19:30:00,234.7400,234.7400,234.5000,234.7400,53
2025-03-06 19:29:00,234.8000,234.8000,234.5000,234.5000,32
2025-03-06 19:28:00,234.6300,234.9000,234.5000,234.5000,68
2025-03-06 19:27:00,234.9800,234.9800,234.6200,234.6300,289
2025-03-06 19:26:00,234.8100,235.0000,234.5000,234.5000,380
2025-03-06 19:25:00,234.8800,235.0000,234.8100,234.8100,97
2025-03-06 19:24:00,234.8800,234.9100,234.8800,234.8800,140
2025-03-06 19:23:00,235.0000,235.0000,234.8700,234.8700,3
2025-03-06 19:22:00,234.8600,234.8600,234.8100,234.8600,58
2025-03-06 19:21:00,234.8100,235.0000,234.8100,235.0000,148
2025-03-06 19:20:00,234.9950,234.9950,234.9950,234.9950,3
2025-03-06 19:19:00,234.8300,235.0000,234.7300,234.8100,63
2025-03-06 19:18:00,234.8100,234.8100,234.8100,234.8100,45
2025-03-06 19:17:00,234.7000,235.3300,234.7000,235.0000,3484
2025-03-06 19:16:00,234.7500,234.8800,234.7500,234.8700,299
2025-03-06 19:15:00,234.8500,234.8800,234.6200,234.8000,99
2025-03-06 19:14:00,234.8400,234.8400,234.7180,234.7180,13
2025-03-06 19:13:00,234.7500,234.8800,234.7400,234.7400,388
2025-03-06 19:12:00,234.7532,234.7600,234.7500,234.7500,2096
2025-03-06 19:11:00,234.7500,234.8100,234.7500,234.7500,402
2025-03-06 19:10:00,234.8100,234.8800,234.8000,234.8800,49
2025-03-06 19:09:00,234.8100,234.8200,234.7600,234.7600,2803
2025-03-06 19:08:00,234.8793,235.3300,234.7700,234.8800,30655
2025-03-06 19:07:00,234.8300,234.8300,234.8300,234.8300,1
2025-03-06 19:06:00,234.8800,234.8800,234.7612,234.7612,8
2025-03-06 19:05:00,234.8800,234.8800,234.7675,234.7675,15
2025-03-06 19:04:00,234.7700,234.8800,234.7700,234.8770,577
2025-03-06 19:03:00,234.8800,234.8800,234.7706,234.7706,16
2025-03-06 19:02:00,234.7700,234.7727,234.7700,234.7716,84
2025-03-06 19:01:00,234.7900,234.8800,234.7600,234.7630,309
2025-03-06 19:00:00,234.8800,234.8800,234.7600,234.8800,31
2025-03-06 18:59:00,234.7900,234.8800,234.7600,234.8800,23
2025-03-06 18:58:00,234.7700,234.8600,234.7700,234.7700,257
2025-03-06 18:57:00,234.8200,234.8800,234.8200,234.8700,3
2025-03-06 18:56:00,234.8400,234.8795,234.7630,234.8794,9
2025-03-06 18:55:00,234.7600,234.8700,234.7600,234.8700,118
2025-03-06 18:54:00,234.7600,234.8800,234.7600,234.7700,131
2025-03-06 18:53:00,234.7600,234.8800,234.7600,234.8800,1318
2025-03-06 18:52:00,234.8800,234.8800,234.7601,234.7601,214
2025-03-06 18:51:00,234.7900,234.7900,234.7600,234.7600,354
2025-03-06 18:50:00,234.8800,234.8800,234.7600,234.7601,2385
2025-03-06 18:49:00,234.7600,234.8800,234.7600,234.7613,1961
2025-03-06 18:48:00,234.7800,234.8500,234.7600,234.7614,528
2025-03-06 18:47:00,234.7600,234.8500,234.7600,234.8500,84
2025-03-06 18:46:00,234.7600,234.8798,234.7600,234.8787,111
2025-03-06 18:45:00,234.8800,234.8800,234.7600,234.7600,14
2025-03-06 18:44:00,234.7600,234.8800,234.7600,234.8800,2
2025-03-06 18:43:00,234.7600,234.8786,234.7600,234.7700,19
2025-03-06 18:42:00,234.8800,234.8800,234.7800,234.7800,4
2025-03-06 18:41:00,234.8600,234.8600,234.7600,234.8000,34
2025-03-06 18:40:00,234.7600,234.8600,234.7600,234.8600,14
2025-03-06 18:39:00,234.8600,234.8600,234.7500,234.7500,250
2025-03-06 18:38:00,234.8000,234.8800,234.7500,234.7500,103
2025-03-06 18:37:00,234.7518,234.8800,234.7500,234.7500,96
2025-03-06 18:36:00,234.8800,234.8800,234.8767,234.8767,3
2025-03-06 18:35:00,234.7500,234.7500,234.7500,234.7500,6
2025-03-06 18:34:00,234.7500,234.8800,234.7500,234.8800,2012
2025-03-06 18:33:00,234.8400,234.8800,234.7500,234.8800,401
2025-03-06 18:32:00,234.7600,234.7600,234.7500,234.7500,94
2025-03-06 18:31:00,234.7800,234.8800,234.7800,234.8800,57
2025-03-06 18:30:00,234.7500,234.8760,234.7500,234.7700,33
2025-03-06 18:29:00,234.8000,234.8600,234.7501,234.8600,89
2025-03-06 18:28:00,234.7500,234.8700,234.7500,234.7500,304
2025-03-06 18:27:00,234.8000,234.8000,234.7900,234.8000,116
2025-03-06 18:26:00,234.7700,234.8000,234.7600,234.7900,1034
2025-03-06 18:25:00,234.7600,234.7700,234.7500,234.7700,36
2025-03-06 18:24:00,234.7600,234.7700,234.7600,234.7700,1465
2025-03-06 18:23:00,234.7700,234.7700,234.7500,234.7532,107
2025-03-06 18:22:00,234.7800,234.8788,234.7700,234.7701,504
2025-03-06 18:21:00,234.8000,234.8700,234.7500,234.7727,164
2025-03-06 18:20:00,234.8100,234.8100,234.7500,234.7500,79
2025-03-06 18:18:00,234.8700,234.8700,234.7500,234.7500,102
2025-03-06 18:17:00,234.8700,234.8800,234.7500,234.8700,182
2025-03-06 18:16:00,234.8100,234.8600,234.7500,234.8000,31
2025-03-06 18:15:00,234.7500,234.8800,234.7500,234.8100,98
2025-03-06 18:13:00,234.8000,234.8767,234.7500,234.8000,147
2025-03-06 18:12:00,234.8000,234.8000,234.8000,234.8000,1
2025-03-06 18:11:00,234.7300,234.7300,234.7300,234.7300,1
2025-03-06 18:10:00,234.7200,234.8800,234.7200,234.7500,506
2025-03-06 18:09:00,234.7240,234.7240,234.7200,234.7200,51
2025-03-06 18:08:00,234.8000,234.8000,234.7600,234.7600,4
2025-03-06 18:07:00,234.7700,234.8000,234.7700,234.8000,17
2025-03-06 18:06:00,234.7600,234.8800,234.7200,234.7500,123
2025-03-06 18:05:00,234.8800,234.8800,234.7500,234.8700,386
